web-scraper-order,address_raw,datetime,rooms,area,luxurious,price_per_m2,lat,lon
1662023698-480,"Sandrainstrasse 6, 8156 Oberhasli, ZH",2022-09-07 09:00:00,4.5,114,0,21.14,47.46493911743164,8.498687744140625
1662023810-1331,"Rotbühlstrasse 5, 8810 Horgen, ZH",2022-09-07 09:00:00,2.0,50,0,38.6,47.26038360595703,8.589051246643066
1662023730-720,"Parkweg 10, 8134 Adliswil, ZH",2022-09-07 09:00:00,3.5,80,0,30.25,47.322505950927734,8.53007984161377
1662023727-693,"Dorfgasse 26, 8810 Horgen, ZH",2022-09-07 09:00:00,3.0,74,0,35.54,47.260719299316406,8.599367141723633
1662023786-1137,"Glatttalstrasse 106, 8052 Zürich, ZH",2022-09-07 09:00:00,3.5,92,0,21.85,47.430091857910156,8.54483699798584
1662023813-1346,"Rossauerstrasse 25, 8932 Mettmenstetten, ZH",2022-09-07 09:00:00,2.5,74,1,27.46,47.24093246459961,8.467613220214844
1662023720-638,"Bahnhofstrasse 21, 8153 Rümlang, ZH",2022-09-07 09:00:00,3.5,67,0,27.61,47.45305252075195,8.529627799987793
1662023807-1318,"Hurdackerstrasse 10-38, 8600 Dübendorf, ZH",2022-09-07 09:00:00,3.5,81,0,23.46,,
1662023701-499,"Heugasse 2, 8157 Dielsdorf, ZH",2022-09-07 09:00:00,3.0,65,0,28.62,47.48674392700195,8.452263832092285
1662023698-473,"Kronenstrasse 3, 8134 Adliswil, ZH",2022-09-07 09:00:00,4.5,105,0,27.14,47.311859130859375,8.527588844299316
1662023739-787,"Langgrütstrasse 104, 8047 Zürich, ZH",2022-09-07 09:00:00,3.5,82,0,41.1,47.373294830322266,8.495368003845215
1662023758-914,"Endlikerstrasse 106, 8400 Winterthur, ZH",2022-09-07 09:00:00,3.5,97,1,21.75,47.48758316040039,8.752320289611816
1662023764-966,"Pfarrgasse 34, 8704 Herrliberg, ZH",2022-09-07 09:00:00,3.0,94,0,25.59,47.28832244873047,8.61129093170166
1662023720-639,"Zugerstrasse 36, 8805 Richterswil, ZH",2022-09-07 09:00:00,4.5,81,0,22.47,47.20524215698242,8.701800346374512
1662023686-374,"Bergstrasse 5, 8103 Unterengstringen, ZH",2022-09-07 09:00:00,1.5,33,0,46.06,47.41147232055664,8.448328971862793
1662023730-698,"Etzelstrasse 13, 8634 Hombrechtikon, ZH",2022-09-07 09:00:00,4.5,116,0,21.98,47.251243591308594,8.779790878295898
1662023689-389,"Fähnlibrunnenstrasse 5, 8700 Küsnacht ZH, ZH",2022-09-07 09:00:00,1.5,56,0,49.55,47.320709228515625,8.579315185546875
1662023714-595,"8180 Bülach, ZH",2022-09-07 09:00:00,4.5,124,1,26.21,47.5200309753418,8.5663423538208
1662023723-666,"8001 Zürich, ZH",2022-09-07 09:00:00,4.5,137,0,0.12,47.368934631347656,8.54139232635498
1662023727-678,"Zilstr. 7, 8117 Fällanden, ZH",2022-09-07 09:00:00,3.5,93,0,22.12,47.37294387817383,8.63650894165039
1662023807-1311,"Schaffhauserstrasse 473, 8052 Zürich, ZH",2022-09-07 09:00:00,1.0,47,0,24.89,47.420040130615234,8.548195838928223
1662023761-944,"Am Wasser 161, 8049 Zürich, ZH",2022-09-07 09:00:00,1.5,32,0,65.62,47.399436950683594,8.495816230773926
1662023804-1273,"Waldeggstrasse 8, 8405 Winterthur, ZH",2022-09-07 09:00:00,1.5,120,1,14.17,47.48252487182617,8.759597778320312
1662023686-369,"Schärackerstrasse 15, 8330 Pfäffikon ZH, ZH",2022-09-07 09:00:00,4.5,77,0,23.26,47.37131118774414,8.779349327087402
1662023698-459,"General-Guisan-Strasse 25, 8400 Winterthur, ZH",2022-09-07 09:00:00,3.5,68,0,33.53,47.49905014038086,8.733027458190918
1662023755-910,"Neugasse 19, 8810 Horgen, ZH",2022-09-07 09:00:00,2.5,52,0,33.98,47.25801086425781,8.588834762573242
1662023804-1296,"Nordstrasse 135, 8037 Zürich, ZH",2022-09-07 09:00:00,4.0,70,0,42.14,47.39029312133789,8.533413887023926
1662023686-368,"Vorbruggenstrasse 5, 8422 Pfungen, ZH",2022-09-07 09:00:00,3.5,92,0,19.46,47.51858139038086,8.638360023498535
1662023733-721,"Rebenstrasse 42, 8307 Effretikon, ZH",2022-09-07 09:00:00,3.5,73,0,35.34,47.425533294677734,8.701360702514648
1662023786-1138,"Gottfried Keller-Strasse 77, 8400 Winterthur, ZH",2022-09-07 09:00:00,3.5,72,0,24.31,47.50571823120117,8.730652809143066
1662023689-398,"Niederdorfweg 4, 8488 Turbenthal, ZH",2022-09-07 09:00:00,3.5,100,0,18.89,47.44387435913086,8.839629173278809
1662023692-412,"Im Isengrind 11, 8046 Zürich, ZH",2022-09-07 09:00:00,3.5,80,0,26.25,47.42313766479492,8.511916160583496
1662023727-687,"Wilstrasse 2, 8600 Dübendorf, ZH",2022-09-07 09:00:00,3.5,167,0,28.44,47.396759033203125,8.617347717285156
1662023717-613,"Rechweg 14, 8600 Dübendorf, ZH",2022-09-07 09:00:00,2.5,95,0,29.37,47.400672912597656,8.62859058380127
1662023798-1235,"Seestrasse 131, 8820 Wädenswil, ZH",2022-09-07 09:00:00,3.5,140,1,17.82,47.23108673095703,8.672642707824707
1662023686-382,"Hegi 6, 8197 Rafz, ZH",2022-09-07 09:00:00,3.5,77,0,21.95,47.612030029296875,8.536371231079102
1662023698-476,"Rheinfallstrasse 1, 8447 Dachsen, ZH",2022-09-07 09:00:00,5.5,163,0,15.95,47.67106246948242,8.61297607421875
1662023789-1163,"Buechenstrasse 14, 8174 Stadel b. Niederglatt, ZH",2022-09-07 09:00:00,3.5,79,0,23.29,47.531742095947266,8.465595245361328
1662023761-938,"Landvogt-Waser-Strasse 69, 8405 Winterthur, ZH",2022-09-07 09:00:00,4.5,106,1,23.3,47.4857292175293,8.766179084777832
1662023701-494,"Herrligweg 9, 8048 Zürich, ZH",2022-09-07 09:00:00,2.5,60,0,41.67,47.389892578125,8.484477996826172
1662023711-556,"8193 Eglisau, ZH",2022-09-07 09:00:00,1.0,70,0,21.29,47.57356262207031,8.520898818969727
1662023801-1253,"Ankerstr. 114 / Müllerstr. 71, 8004 Zürich, ZH",2022-09-07 09:00:00,2.5,75,0,61.33,,
1662023749-856,"Flobotstrasse 2, 8044 Zürich, ZH",2022-09-07 09:00:00,3.5,111,1,50.63,47.37957763671875,8.570284843444824
1662023736-748,"Giesserstrasse 15, 8406 Winterthur, ZH",2022-09-07 09:00:00,3.0,64,0,20.62,47.49040603637695,8.714092254638672
1662023810-1328,"Melchior Hirzelweg 4, 8910 Affoltern am Albis, ZH",2022-09-07 09:00:00,3.0,71,0,25.49,,
1662023717-603,"Obere Bahnhofstrasse 21, 8910 Affoltern am Albis, ZH",2022-09-07 09:00:00,4.5,100,0,23.3,47.2765007019043,8.448233604431152
1662023771-1021,"Baumschuelwäg 23, 8197 Rafz, ZH",2022-09-07 09:00:00,4.5,113,0,18.05,47.606971740722656,8.543028831481934
1662023795-1219,"Maneggplatz 16, 8041 Zürich, ZH",2022-09-07 09:00:00,2.5,65,0,35.38,47.339881896972656,8.520716667175293
1662023711-567,"Zürcherstrasse 19, 8115 Hüttikon, ZH",2022-09-07 09:00:00,3.5,136,0,19.85,47.44628143310547,8.386636734008789
1662023707-547,"Tannenheimweg 3, 8450 Andelfingen, ZH",2022-09-07 09:00:00,3.0,60,0,23.5,47.594303131103516,8.676922798156738
1662023764-974,"Am Dorfbach 19, 8308 Illnau, ZH",2022-09-07 09:00:00,4.5,104,0,20.24,47.411781311035156,8.721938133239746
1662023804-1274,"Reutlenring 32, 8302 Kloten, ZH",2022-09-07 09:00:00,2.5,65,0,29.69,47.4468879699707,8.592916488647461
1662023745-831,"Dufaux-Strasse 60, 8152 Glattpark (Opfikon), ZH",2022-09-07 09:00:00,4.5,111,0,31.53,47.4204216003418,8.562073707580566
1662023736-751,"Hinterbergstrasse 106, 8044 Zürich, ZH",2022-09-07 09:00:00,2.5,98,1,30.56,47.3851318359375,8.559892654418945
1662023704-519,"Seestrasse 2, 8714 Feldbach, ZH",2022-09-07 09:00:00,2.5,84,0,27.38,47.239471435546875,8.787821769714355
1662023771-1013,"Mühlebachstr. 28, 8008 Zürich, ZH",2022-09-07 09:00:00,2.5,94,0,48.78,47.3648567199707,8.550126075744629
1662023720-646,"Wülflingerstrasse 151a, 8408 Winterthur, ZH",2022-09-07 09:00:00,4.5,119,0,21.71,47.50883865356445,8.704948425292969
1662023813-1360,"Rietweg 29, 8477 Oberstammheim, ZH",2022-09-07 09:00:00,4.5,147,0,16.19,47.63356399536133,8.791045188903809
1662023717-609,"Hänkelbodenstrasse 3, 8173 Neerach, ZH",2022-09-07 09:00:00,3.5,87,0,24.02,47.51447296142578,8.474930763244629
1662023707-531,"Zürcherstrasse 57, 8406 Winterthur, ZH",2022-09-07 09:00:00,1.0,28,0,48.21,47.494544982910156,8.711798667907715
1662023786-1152,"Widmerstrasse 19, 8038 Zürich, ZH",2022-09-07 09:00:00,1.0,44,0,34.66,47.337650299072266,8.53615665435791
1662023717-615,"Florenstrasse 56, 8405 Winterthur, ZH",2022-09-07 09:00:00,2.0,40,0,37.25,47.48488998413086,8.773792266845703
1662023810-1334,"Hurdackerstrasse 10-38, 8600 Dübendorf, ZH",2022-09-07 09:00:00,3.5,81,0,24.07,,
1662023793-1180,"Kleindorfstrasse 117, 8707 Uetikon am See, ZH",2022-09-07 09:00:00,4.5,121,0,23.43,47.267723083496094,8.684910774230957
1662023789-1174,"Albisstrasse 118, 8038 Zürich, ZH",2022-09-07 09:00:00,2.5,62,0,35.81,47.33719253540039,8.52980899810791
1662023752-880,"Badenerstrasse 250, 8004 Zürich, ZH",2022-09-07 09:00:00,2.5,58,0,53.45,47.3759880065918,8.516037940979004
1662023789-1165,"Im Altried 1f, 8051 Zürich, ZH",2022-09-07 09:00:00,3.5,89,0,23.48,47.40413284301758,8.59100341796875
1662023749-847,"Jenatschstrasse 5, 8002 Zürich, ZH",2022-09-07 09:00:00,2.5,60,0,48.33,47.364044189453125,8.53388786315918
1662023771-1009,"Dörflistrasse  112, 8050 Zürich, ZH",2022-09-07 09:00:00,3.5,72,0,45.83,47.410823822021484,8.547832489013672
1662023755-912,"Austrasse 27, 8045 Zürich, ZH",2022-09-07 09:00:00,3.0,68,0,36.76,47.36555099487305,8.519927024841309
1662023742-812,"Pfingstweidstrasse 98, 8005 Zürich, ZH",2022-09-07 09:00:00,2.5,121,1,33.24,47.39064025878906,8.51033878326416
1662023749-860,"Riethofstrasse 10c, 8152 Glattbrugg, ZH",2022-09-07 09:00:00,1.0,30,0,43.33,47.43684005737305,8.567956924438477
1662023810-1329,"Ifangstrasse 33, 8604 Volketswil, ZH",2022-09-07 09:00:00,4.0,80,0,19.05,47.39091110229492,8.67777156829834
1662023761-950,"Albisstrasse 170, 8038 Zürich, ZH",2022-09-07 09:00:00,3.0,67,0,34.25,47.333030700683594,8.529637336730957
1662023804-1276,"Giebeleichstr. 46, 8152 Glattbrugg, ZH",2022-09-07 09:00:00,3.5,80,0,27.34,47.42832946777344,8.564550399780273
1662023761-957,"Oberlandstr. 75, 8610 Uster, ZH",2022-09-07 09:00:00,3.5,92,0,21.35,47.35482406616211,8.715861320495605
1662023789-1160,"Am Giessenpark 15, 8600 Dübendorf, ZH",2022-09-07 09:00:00,3.5,82,0,27.56,47.40132141113281,8.612338066101074
1662023774-1055,"Uhlandstrasse 6, 8037 Zürich, ZH",2022-09-07 09:00:00,3.5,76,0,64.34,47.394466400146484,8.5289306640625
1662023720-630,"Allmendstrasse 27, 8180 Bülach, ZH",2022-09-07 09:00:00,4.5,102,0,25.74,47.514747619628906,8.533862113952637
1662023742-799,"8048 Zürich, ZH",2022-09-07 09:00:00,4.5,135,0,33.26,47.38191604614258,8.482671737670898
1662023755-890,"Seefeldstr. 168, 8008 Zürich, ZH",2022-09-07 09:00:00,4.5,81,0,49.26,47.35554504394531,8.556349754333496
1662023813-1347,"Rotweg 43, 8820 Wädenswil, ZH",2022-09-07 09:00:00,2.5,72,0,31.53,47.22712326049805,8.662622451782227
1662023789-1161,"Nelkenstr. 9, 8330 Pfäffikon ZH, ZH",2022-09-07 09:00:00,3.5,79,0,21.65,47.37203598022461,8.784619331359863
1662023780-1085,"Kirchrain 1, 8824 Schönenberg ZH, ZH",2022-09-07 09:00:00,5.5,111,0,21.17,47.19331359863281,8.645079612731934
1662023798-1248,"Überlandstr. 26, 8953 Dietikon, ZH",2022-09-07 09:00:00,2.0,100,0,22.2,47.40888214111328,8.40406608581543
1662023739-774,"General Wille-Str. 108, 8706 Meilen, ZH",2022-09-07 09:00:00,3.5,87,1,25.52,47.27850341796875,8.615838050842285
1662023717-612,"Goldbühlstrasse 5, 8620 Wetzikon ZH, ZH",2022-09-07 09:00:00,3.5,71,0,26.76,,
1662023783-1110,"Grosswiesenstrasse 22, 8051 Zürich, ZH",2022-09-07 09:00:00,2.0,43,0,29.42,47.403358459472656,8.583616256713867
1662023767-1001,"Nelkenstr. 2, 8330 Pfäffikon ZH, ZH",2022-09-07 09:00:00,4.5,165,0,16.24,47.37173843383789,8.784454345703125
1662023695-449,"Meierwiesenstr. 39, 8107 Buchs ZH, ZH",2022-09-07 09:00:00,3.5,70,0,22.43,47.456851959228516,8.44112777709961
1662023771-1015,"Heiniweg 16, 8404 Winterthur, ZH",2022-09-07 09:00:00,3.5,76,0,20.0,47.519168853759766,8.764608383178711
1662023810-1324,"Bahnhofstr. 6, 8353 Elgg, ZH",2022-09-07 09:00:00,4.5,119,0,17.9,47.497188568115234,8.8644437789917
1662023742-801,"Albisriederplatz 1, 8003 Zürich, ZH",2022-09-07 09:00:00,3.0,68,0,42.65,47.37791061401367,8.510482788085938
1662023698-465,"Seestrasse 148, 8810 Horgen, ZH",2022-09-07 09:00:00,1.5,38,0,43.42,47.26029586791992,8.597851753234863
1662023711-575,"Am Dorfbach 17, 8308 Illnau, ZH",2022-09-07 09:00:00,4.5,104,0,20.69,47.4116325378418,8.722024917602539
1662023707-530,"Alte Zwillikerstrasse 7, 8908 Hedingen, ZH",2022-09-07 09:00:00,3.5,82,0,27.32,47.295799255371094,8.44720458984375
1662023795-1211,"Agnesstrasse 2, 8406 Winterthur, ZH",2022-09-07 09:00:00,4.0,82,0,25.98,47.494720458984375,8.714877128601074
1662023723-654,"8046 Zürich, ZH",2022-09-07 09:00:00,3.5,105,0,18.95,47.42034149169922,8.502178192138672
1662023730-719,"Salamanderweg 3, 8134 Adliswil, ZH",2022-09-07 09:00:00,4.5,108,0,29.26,47.32252502441406,8.530826568603516
1662023777-1067,"Wehntalerstrasse 286, 8046 Zürich, ZH",2022-09-07 09:00:00,4.5,101,0,25.45,47.41147232055664,8.525978088378906
1662023758-913,"Püntenweg 2, 8184 Bachenbülach, ZH",2022-09-07 09:00:00,5.5,128,0,18.75,47.5056266784668,8.548422813415527
1662023771-1014,"Alte Landstrasse 29c, 8193 Eglisau, ZH",2022-09-07 09:00:00,3.5,98,0,25.0,47.57099151611328,8.526036262512207
1662023813-1357,"Herrligweg 9, 8048 Zürich, ZH",2022-09-07 09:00:00,1.5,32,0,64.69,47.389892578125,8.484477996826172
1662023695-452,"Hauptstrasse 1e, 8544 Attikon, ZH",2022-09-07 09:00:00,3.5,109,0,25.23,47.53627014160156,8.795984268188477
1662023736-754,"Mühlestr. 4C, 8912 Obfelden, ZH",2022-09-07 09:00:00,4.5,137,0,18.18,47.263431549072266,8.411825180053711
1662023714-584,"8001 Zürich, ZH",2022-09-07 09:00:00,1.0,28,0,96.39,47.368934631347656,8.54139232635498
1662023730-703,"Friedenstrasse 15a, 8304 Wallisellen, ZH",2022-09-07 09:00:00,4.5,95,0,26.21,47.41529846191406,8.586057662963867
1662023771-1030,"Parkring 57, 8002 Zürich, ZH",2022-09-07 09:00:00,5.0,187,1,47.59,47.36673355102539,8.528434753417969
1662023801-1252,"Ankerstr. 114 / Müllerstr. 71, 8004 Zürich, ZH",2022-09-07 09:00:00,2.5,71,0,61.97,,
1662023739-778,"Bleicherstrasse 43, 8953 Dietikon, ZH",2022-09-07 09:00:00,3.5,79,0,32.91,47.408565521240234,8.395078659057617
1662023707-551,"Ifangweg 7, 8610 Uster, ZH",2022-09-07 09:00:00,2.0,47,0,30.32,47.3585090637207,8.714330673217773
1662023804-1293,"Alte Römerstrasse 24, 8404 Winterthur, ZH",2022-09-07 09:00:00,4.5,115,0,28.0,47.50394821166992,8.748668670654297
1662023758-926,"Lochäckerstrasse 14, 8302 Kloten, ZH",2022-09-07 09:00:00,2.5,63,0,32.22,47.444679260253906,8.590867042541504
1662023755-901,"Seestrasse 412, 8038 Zürich, ZH",2022-09-07 09:00:00,3.5,84,0,37.98,47.34281921386719,8.535778999328613
1662023761-960,"Sulzbergstrasse 8, 8400 Winterthur, ZH",2022-09-07 09:00:00,3.0,60,0,26.83,47.503273010253906,8.7293701171875
1662023711-560,"Lindenhofstr. 4 c, 8180 Bülach, ZH",2022-09-07 09:00:00,4.5,90,0,22.78,,
1662023727-675,"Schlimpergstrasse 16, 8307 Effretikon, ZH",2022-09-07 09:00:00,1.0,26,0,40.58,47.430213928222656,8.68522834777832
1662023767-1008,"Langwiesstrasse, 8050 Zürich, ZH",2022-09-07 09:00:00,3.5,78,0,27.31,47.41059875488281,8.53764533996582
1662023798-1236,"Langenmattstrasse, 8617 Mönchaltorf, ZH",2022-09-07 09:00:00,3.0,70,0,19.86,47.31470489501953,8.720132827758789
1662023752-865,"Langfurrenstrasse 5a, 8623 Wetzikon ZH, ZH",2022-09-07 09:00:00,3.5,90,0,26.5,47.3288459777832,8.80976390838623
1662023720-633,"Am Isenbach 3, 8906 Bonstetten, ZH",2022-09-07 09:00:00,2.5,64,0,23.95,47.315860748291016,8.471536636352539
1662023714-594,"8053 Zürich, ZH",2022-09-07 09:00:00,2.5,60,0,46.33,47.35861587524414,8.578998565673828
1662023783-1121,"Obere Leihofstrasse 11, 8820 Wädenswil, ZH",2022-09-07 09:00:00,4.5,112,0,28.96,47.22368240356445,8.66706371307373
1662023783-1106,"Zentralstr. 6, 8953 Dietikon, ZH",2022-09-07 09:00:00,2.5,59,0,28.14,47.40494155883789,8.400984764099121
1662023727-692,"Püntstrasse 22, 8165 Oberweningen, ZH",2022-09-07 09:00:00,3.5,82,0,22.32,47.49969482421875,8.407127380371094
1662023717-610,"Bänkliholzweg 13, 8335 Hittnau, ZH",2022-09-07 09:00:00,4.5,160,0,15.62,47.37062072753906,8.824464797973633
1662023695-438,"Altmoosstrasse 17, 8157 Dielsdorf, ZH",2022-09-07 09:00:00,3.5,120,0,19.58,47.476966857910156,8.454099655151367
1662023804-1279,"Handgasse 6, 8180 Bülach, ZH",2022-09-07 09:00:00,3.5,68,0,22.5,47.51361846923828,8.5423002243042
1662023686-373,"Bergstrasse 7, 8103 Unterengstringen, ZH",2022-09-07 09:00:00,2.5,59,0,38.81,47.411643981933594,8.448543548583984
1662023749-854,"Rankstr. 14, 8413 Neftenbach, ZH",2022-09-07 09:00:00,5.5,175,0,14.23,47.51865768432617,8.657525062561035
1662023810-1326,"Rebrainstrasse 23, 8106 Adlikon b. Regensdorf, ZH",2022-09-07 09:00:00,2.5,68,0,25.59,47.45013427734375,8.466490745544434
1662023723-670,"Fuhrstr. 12, 8135 Langnau am Albis, ZH",2022-09-07 09:00:00,4.5,92,0,20.45,47.286415100097656,8.541644096374512
1662023807-1315,"Witikonerstrasse 297, 8053 Zürich, ZH",2022-09-07 09:00:00,2.5,63,0,30.95,47.35947799682617,8.585931777954102
1662023774-1038,"Heiselstrasse 120, 8155 Niederhasli, ZH",2022-09-07 09:00:00,3.5,88,0,19.89,47.481788635253906,8.497633934020996
1662023730-710,"Soodstrasse 88, 8041 Zürich, ZH",2022-09-07 09:00:00,4.5,97,0,39.69,47.325828552246094,8.518373489379883
1662023745-829,"Rychenbergstr. 61, 8400 Winterthur, ZH",2022-09-07 09:00:00,2.5,71,0,29.15,47.508514404296875,8.729952812194824
1662023786-1143,"Rheinfallstrasse 1, 8447 Dachsen, ZH",2022-09-07 09:00:00,2.5,65,1,23.85,47.67106246948242,8.61297607421875
1662023704-509,"Dickbucherstrasse 8, 8352 Elsau, ZH",2022-09-07 09:00:00,4.5,102,0,22.75,47.50142288208008,8.819164276123047
1662023701-484,"8192 Glattfelden, ZH",2022-09-07 09:00:00,4.0,90,0,23.61,47.56193923950195,8.499773979187012
1662023804-1285,"Alte Hedingerstrasse 7, 8910 Affoltern am Albis, ZH",2022-09-07 09:00:00,3.5,67,0,21.18,47.282405853271484,8.454839706420898
1662023723-671,"Friedhofstr. 29, 8180 Bülach, ZH",2022-09-07 09:00:00,3.5,66,0,25.45,47.517356872558594,8.546330451965332
1662023701-495,"Hinterdorfstrasse 8, 8422 Pfungen, ZH",2022-09-07 09:00:00,4.5,161,0,16.71,47.51422119140625,8.639961242675781
1662023774-1042,"Bahnhofstr. 8 A, 8353 Elgg, ZH",2022-09-07 09:00:00,3.5,85,0,21.65,,
1662023758-931,"Farmanstr. 31, 8152 Glattpark (Opfikon), ZH",2022-09-07 09:00:00,4.5,110,0,24.64,,
1662023739-769,"Allenbergstrasse 25, 8712 Stäfa, ZH",2022-09-07 09:00:00,3.0,77,0,20.39,47.2496223449707,8.722038269042969
1662023783-1116,"Steinmürlistrasse 3, 8953 Dietikon, ZH",2022-09-07 09:00:00,3.0,64,0,23.44,47.40771484375,8.39243221282959
1662023723-651,"Stallikonerstrasse 64, 8903 Birmensdorf ZH, ZH",2022-09-07 09:00:00,1.0,27,0,40.74,47.355831146240234,8.446781158447266
1662023723-658,"Letzigraben 120, 8047 Zürich, ZH",2022-09-07 09:00:00,1.5,37,0,52.62,47.37661361694336,8.497147560119629
1662023771-1024,"In der Au 50, 8706 Meilen, ZH",2022-09-07 09:00:00,3.5,87,0,21.44,47.27225875854492,8.663619995117188
1662023736-745,"Landvogt-Waser-Strasse 69, 8405 Winterthur, ZH",2022-09-07 09:00:00,2.5,62,0,26.45,47.4857292175293,8.766179084777832
1662023771-1026,"Rothausstrasse 13, 8635 Dürnten, ZH",2022-09-07 09:00:00,4.5,120,0,17.5,47.27626419067383,8.83108139038086
1662023780-1093,"Grundstrasse 18, 8320 Fehraltorf, ZH",2022-09-07 09:00:00,4.5,115,0,21.3,47.387691497802734,8.757163047790527
1662023692-421,"Zürcherstrasse 10, 8193 Eglisau, ZH",2022-09-07 09:00:00,2.5,45,0,27.56,47.57310104370117,8.523083686828613
1662023717-624,"Seestrasse 412, 8038 Zürich, ZH",2022-09-07 09:00:00,3.5,84,0,41.19,47.34281921386719,8.535778999328613
1662023739-791,"Badenerstrasse  250, 8004 Zürich, ZH",2022-09-07 09:00:00,3.5,74,1,56.76,47.3759880065918,8.516037940979004
1662023793-1190,"Melchrütistrasse 13, 8304 Wallisellen, ZH",2022-09-07 09:00:00,2.5,78,0,24.87,47.4168815612793,8.579245567321777
1662023783-1109,"im Haufland 2, 8117 Fällanden, ZH",2022-09-07 09:00:00,4.0,84,0,21.19,47.36838912963867,8.644584655761719
1662023795-1216,"Ziegelstrasse 20, 8038 Zürich, ZH",2022-09-07 09:00:00,3.5,61,0,24.43,47.340782165527344,8.52829647064209
1662023736-747,"8052 Zürich, ZH",2022-09-07 09:00:00,2.5,70,1,47.14,47.41648864746094,8.548842430114746
1662023733-728,"Hochfelderstrasse 17a, 8173 Neerach, ZH",2022-09-07 09:00:00,4.5,119,0,20.25,47.514522552490234,8.477851867675781
1662023727-683,"8105 Regensdorf, ZH",2022-09-07 09:00:00,3.5,75,0,27.09,47.444305419921875,8.485084533691406
1662023733-738,"Buechenstrasse 16, 8174 Stadel b. Niederglatt, ZH",2022-09-07 09:00:00,2.5,67,0,27.76,47.53177261352539,8.465415000915527
1662023771-1031,"Heimstrasse 12, 8953 Dietikon, ZH",2022-09-07 09:00:00,3.5,89,0,24.66,47.409934997558594,8.40533447265625
1662023777-1077,"Soodstrasse 90, 8041 Zürich, ZH",2022-09-07 09:00:00,1.5,231,0,12.94,47.32560729980469,8.51819896697998
1662023686-362,"Hofwiesenstrasse 135, 8057 Zürich, ZH",2022-09-07 09:00:00,3.5,90,0,42.22,47.39908981323242,8.532793998718262
1662023804-1295,"Wiesliacher 16, 8053 Zürich, ZH",2022-09-07 09:00:00,4.0,108,0,22.55,47.354740142822266,8.599199295043945
1662023789-1155,"Brunnenwiesenstr. 40, 8610 Uster, ZH",2022-09-07 09:00:00,3.5,76,0,24.67,47.3547248840332,8.717199325561523
1662023711-558,"Staffelstrasse 13, 8045 Zürich, ZH",2022-09-07 09:00:00,3.5,110,0,53.36,47.36064529418945,8.52066707611084
1662023758-935,"Aathalstrasse 34, 8610 Uster, ZH",2022-09-07 09:00:00,1.0,147,1,16.67,47.345298767089844,8.72988510131836
1662023742-793,"8303 Bassersdorf, ZH",2022-09-07 09:00:00,2.5,78,0,33.33,47.43027877807617,8.638310432434082
1662023780-1099,"Grosswiesenstrasse 2, 8051 Zürich, ZH",2022-09-07 09:00:00,2.0,43,0,28.72,47.4034423828125,8.582525253295898
1662023698-478,"Kirchgasse 4, 8620 Wetzikon ZH, ZH",2022-09-07 09:00:00,2.5,76,0,23.16,47.32634353637695,8.797727584838867
1662023695-455,"Kasernenstrasse 11, 8004 Zürich, ZH",2022-09-07 09:00:00,1.0,59,0,38.47,47.37397003173828,8.531791687011719
1662023698-467,"Im Zentrum 8, 8634 Hombrechtikon, ZH",2022-09-07 09:00:00,2.5,71,0,22.54,47.25228500366211,8.769309997558594
1662023810-1332,"Einsiedlerstrasse 2, 8942 Oberrieden, ZH",2022-09-07 09:00:00,3.0,57,0,27.05,47.270057678222656,8.58195972442627
1662023783-1128,"Zwinglistrasse 35, 8004 Zürich, ZH",2022-09-07 09:00:00,3.0,49,0,54.49,47.378623962402344,8.527950286865234
1662023723-665,"Dorfstrasse 57, 8105 Watt, ZH",2022-09-07 09:00:00,4.5,150,0,24.6,47.43975830078125,8.47802448272705
1662023686-364,"Moosbrunnenstrasse 7, 8426 Lufingen, ZH",2022-09-07 09:00:00,4.5,105,0,17.66,47.48979568481445,8.593528747558594
1662023736-750,"8820 Wädenswil, ZH",2022-09-07 09:00:00,2.5,60,0,41.67,47.22698211669922,8.662249565124512
1662023764-961,"Mülistrasse 17, 8320 Fehraltorf, ZH",2022-09-07 09:00:00,4.5,114,0,21.75,47.39019012451172,8.743782997131348
1662023707-546,"Rigistr. 52, 8006 Zürich, ZH",2022-09-07 09:00:00,4.5,126,0,34.37,47.384803771972656,8.550923347473145
1662023745-826,"Wülflingerstrasse 349, 8408 Winterthur, ZH",2022-09-07 09:00:00,2.5,70,0,22.79,47.51451873779297,8.683442115783691
1662023723-669,"Lindenstrasse 32, 8155 Niederhasli, ZH",2022-09-07 09:00:00,3.5,79,0,23.35,47.48271179199219,8.489599227905273
1662023780-1087,"Zürcherstrasse 236, 8953 Dietikon, ZH",2022-09-07 09:00:00,1.0,26,1,42.31,47.39695739746094,8.425539016723633
1662023742-810,"Feldgüetliweg 88, 8706 Meilen, ZH",2022-09-07 09:00:00,5.5,131,0,24.16,47.27505874633789,8.625059127807617
1662023717-616,"Leestrasse 22, 8132 Egg b. Zürich, ZH",2022-09-07 09:00:00,4.0,96,0,20.62,47.29230499267578,8.696821212768555
1662023736-761,"Tunnelstr. 7, 8330 Pfäffikon ZH, ZH",2022-09-07 09:00:00,3.5,96,0,21.46,47.36857604980469,8.781661033630371
1662023689-386,"Eichstrasse 87a, 8713 Uerikon, ZH",2022-09-07 09:00:00,3.5,76,0,30.26,47.23775863647461,8.74950885772705
1662023755-889,"Schwandenholzstrasse 232, 8046 Zürich, ZH",2022-09-07 09:00:00,4.5,108,0,24.35,47.42425537109375,8.521562576293945
