web-scraper-order,address_raw,datetime,rooms,area,luxurious,price_per_m2,lat,lon
1662023793-1186,"Rosenstrasse 1, 8623 Wetzikon ZH, ZH",2022-09-07 09:00:00,4.5,109,0,21.93,47.33300018310547,8.808183670043945
1662023711-565,"Seestrasse 33, 8800 Thalwil, ZH",2022-09-07 09:00:00,5.5,128,0,25.78,47.28500747680664,8.576184272766113
1662023707-541,"Eichhölzlistrasse 38, 8192 Glattfelden, ZH",2022-09-07 09:00:00,4.5,76,0,21.71,47.55503463745117,8.505518913269043
1662023777-1075,"Bahnhofstr. 59, 8902 Urdorf, ZH",2022-09-07 09:00:00,4.5,86,0,24.53,47.38587951660156,8.427583694458008
1662023786-1131,"Seestrasse 361, 8038 Zürich, ZH",2022-09-07 09:00:00,1.0,45,0,27.02,47.345306396484375,8.533795356750488
1662023727-694,"Säntisstrasse 6a, 8942 Oberrieden, ZH",2022-09-07 09:00:00,3.5,79,0,33.54,47.2718505859375,8.575986862182617
1662023739-775,"Hulfteggstrasse 16, 8400 Winterthur, ZH",2022-09-07 09:00:00,4.0,76,0,21.91,47.49134826660156,8.753072738647461
1662023730-716,"Hohlstr. 509, 8048 Zürich, ZH",2022-09-07 09:00:00,2.5,73,0,32.58,47.388973236083984,8.493876457214355
1662023798-1239,"Feldblumenstrasse 10, 8048 Zürich, ZH",2022-09-07 09:00:00,2.5,65,0,38.0,47.388099670410156,8.482545852661133
1662023689-393,"Otelfingerstrasse, 8115 Hüttikon, ZH",2022-09-07 09:00:00,2.5,80,0,26.25,47.446380615234375,8.387629508972168
1662023695-453,"Letzigraben 171, 8047 Zürich, ZH",2022-09-07 09:00:00,3.5,68,0,39.41,47.37362289428711,8.495223999023438
1662023686-365,"Zelglistrasse 9, 8311 Brütten, ZH",2022-09-07 09:00:00,3.5,85,0,26.94,47.47028350830078,8.673417091369629
1662023698-479,"Obermattstrasse 82, 8330 Pfäffikon ZH, ZH",2022-09-07 09:00:00,2.0,60,0,26.92,47.370731353759766,8.782037734985352
1662023727-681,"Schleifetobelweg 20, 8810 Horgen, ZH",2022-09-07 09:00:00,4.0,84,0,25.0,47.25609588623047,8.597591400146484
1662023695-436,"Fritz Fleiner-Weg 11, 8044 Zürich, ZH",2022-09-07 09:00:00,2.5,84,0,42.14,47.38129806518555,8.56221866607666
1662023711-568,"Pfarrhausstrasse 28, 8424 Embrach, ZH",2022-09-07 09:00:00,4.5,104,0,21.22,47.50019073486328,8.597267150878906
1662023774-1040,"Seuzacherstr. 9a, 8400 Winterthur, ZH",2022-09-07 09:00:00,2.5,66,1,28.79,47.51836013793945,8.72063159942627
1662023692-413,"Balgriststrasse 37/39, 8008 Zürich, ZH",2022-09-07 09:00:00,2.5,69,0,39.28,,
1662023704-518,"Kirchstrasse 19, 8245 Feuerthalen, ZH",2022-09-07 09:00:00,5.0,95,0,17.37,47.691505432128906,8.637733459472656
1662023786-1150,"Uhlandstrasse 6, 8037 Zürich, ZH",2022-09-07 09:00:00,3.5,69,0,66.67,47.394466400146484,8.5289306640625
1662023714-581,"Frohburgstrasse 303, 8057 Zürich, ZH",2022-09-07 09:00:00,1.5,29,0,50.0,47.40309143066406,8.557792663574219
1662023810-1344,"Grünaustrasse 10, 8953 Dietikon, ZH",2022-09-07 09:00:00,1.5,61,0,28.36,47.40949249267578,8.403727531433105
1662023698-461,"Heuelsteig 3&7, 8032 Zürich, ZH",2022-09-07 09:00:00,4.5,119,0,41.93,,
1662023752-874,"Speerstrasse 12, 8637 Laupen ZH, ZH",2022-09-07 09:00:00,4.0,73,0,18.77,47.26631164550781,8.920787811279297
1662023807-1317,"Hätzlergasse 28, 8048 Zürich, ZH",2022-09-07 09:00:00,1.5,40,0,38.12,47.39047622680664,8.468478202819824
1662023720-627,"Allmendstrasse 29, 8180 Bülach, ZH",2022-09-07 09:00:00,1.5,44,0,36.25,47.514713287353516,8.533659934997559
1662023707-550,"Maurstrasse 2, 8117 Fällanden, ZH",2022-09-07 09:00:00,3.5,100,0,27.0,47.37052536010742,8.639469146728516
1662023714-588,"Waidstrasse 3, 8307 Effretikon, ZH",2022-09-07 09:00:00,1.0,27,0,40.0,47.430694580078125,8.685787200927734
1662023739-780,"Dürntnerstrasse 43a, 8340 Hinwil, ZH",2022-09-07 09:00:00,2.5,66,0,28.53,47.298667907714844,8.841131210327148
1662023758-923,"Schulstrasse 103, 8105 Regensdorf, ZH",2022-09-07 09:00:00,4.5,108,0,24.72,47.435638427734375,8.4674654006958
1662023701-483,"8048 Zürich, ZH",2022-09-07 09:00:00,3.5,110,0,26.18,47.38191604614258,8.482671737670898
1662023786-1130,"Im Grund 9, 10, 8442 Hettlingen, ZH",2022-09-07 09:00:00,3.5,83,0,21.08,,
1662023695-439,"Steinackerstrasse 25, 8330 Pfäffikon ZH, ZH",2022-09-07 09:00:00,4.5,84,0,23.21,47.37303924560547,8.780903816223145
1662023686-378,"Badenerstrasse 9, 8107 Buchs ZH, ZH",2022-09-07 09:00:00,3.5,114,0,17.42,47.45781326293945,8.436094284057617
1662023810-1322,"8001 Zürich, ZH",2022-09-07 09:00:00,5.0,80,0,36.25,47.368934631347656,8.54139232635498
1662023777-1066,"Rosenstrasse 6, 8152 Glattbrugg, ZH",2022-09-07 09:00:00,4.5,107,0,23.36,47.43177032470703,8.564457893371582
1662023711-570,"Hauptstrasse 72, 8246 Langwiesen, ZH",2022-09-07 09:00:00,2.5,55,0,18.09,47.68478012084961,8.659786224365234
1662023813-1345,"Ankerstr. 114 / Müllerstr. 71, 8004 Zürich, ZH",2022-09-07 09:00:00,3.5,96,0,60.42,,
1662023795-1221,"Carmenstrasse 16, 8032 Zürich, ZH",2022-09-07 09:00:00,3.5,82,0,43.29,47.369754791259766,8.561036109924316
1662023733-723,"Rebenstrasse 42, 8307 Effretikon, ZH",2022-09-07 09:00:00,3.5,80,0,31.62,47.425533294677734,8.701360702514648
1662023801-1263,"Forsterstrasse, 8044 Zürich, ZH",2022-09-07 09:00:00,4.0,120,0,27.33,47.38007736206055,8.564464569091797
1662023704-526,"Hauptstrasse 1d, 8544 Attikon, ZH",2022-09-07 09:00:00,4.5,124,0,24.76,47.53608703613281,8.795804023742676
1662023692-422,"8635 Dürnten, ZH",2022-09-07 09:00:00,5.0,145,0,25.66,47.27986526489258,8.861824035644531
1662023783-1115,"Bergstrasse 7, 8103 Unterengstringen, ZH",2022-09-07 09:00:00,2.5,53,1,42.26,47.411643981933594,8.448543548583984
1662023720-647,"Im Nippel 8, 8180 Bülach, ZH",2022-09-07 09:00:00,1.5,69,0,27.39,47.51787567138672,8.531757354736328
1662023717-607,"Trottenstrasse 11, 8187 Weiach, ZH",2022-09-07 09:00:00,3.0,88,0,18.75,47.555641174316406,8.440509796142578
1662023689-387,"Winzerstrasse 17, 8953 Dietikon, ZH",2022-09-07 09:00:00,2.0,38,0,47.37,47.400360107421875,8.386734008789062
1662023786-1129,"Meierackerstr. 4, 8610 Uster, ZH",2022-09-07 09:00:00,3.5,98,0,22.35,47.360042572021484,8.716106414794922
1662023745-828,"Gerichtsstrasse 5, 8610 Uster, ZH",2022-09-07 09:00:00,1.0,134,1,23.88,47.350032806396484,8.716350555419922
1662023771-1012,"Rütistr. 28, 8134 Adliswil, ZH",2022-09-07 09:00:00,1.0,32,0,35.0,47.30426788330078,8.529253959655762
1662023780-1097,"Kalkofenstr. 25, 8810 Horgen, ZH",2022-09-07 09:00:00,2.5,62,0,24.76,47.24735641479492,8.60734748840332
1662023774-1052,"Rebhaldenstrasse 71, 8625 Gossau ZH, ZH",2022-09-07 09:00:00,1.0,12,0,45.83,47.30525588989258,8.767916679382324
1662023723-659,"Oberseenerstrasse 77, 8405 Winterthur, ZH",2022-09-07 09:00:00,4.5,121,1,22.48,47.48025131225586,8.771097183227539
1662023739-781,"Langfurrenstrasse 5c, 8623 Wetzikon ZH, ZH",2022-09-07 09:00:00,1.5,38,0,31.18,47.32863235473633,8.810400009155273
1662023752-873,"Scheideggstrasse 8, 8400 Winterthur, ZH",2022-09-07 09:00:00,2.0,54,0,26.85,47.49159622192383,8.750418663024902
1662023801-1258,"Oberhubstrasse 24, 8125 Zollikerberg, ZH",2022-09-07 09:00:00,2.0,100,0,20.8,47.343505859375,8.60700511932373
1662023813-1366,"Seegartenstrasse 68a, 8810 Horgen, ZH",2022-09-07 09:00:00,3.5,106,0,43.3,47.26591110229492,8.589883804321289
1662023727-676,"Im Trichtisal 7, 8053 Zürich, ZH",2022-09-07 09:00:00,3.0,79,0,34.94,47.35511779785156,8.603344917297363
1662023742-795,"Bollstrasse 64, 8405 Winterthur, ZH",2022-09-07 09:00:00,3.5,89,0,26.4,47.48073196411133,8.759271621704102
1662023774-1054,"Scherrerstrasse 8, 8400 Winterthur, ZH",2022-09-07 09:00:00,3.0,67,0,29.7,47.49733352661133,8.74233627319336
1662023686-367,"Kellersgasse 6, 8545 Rickenbach ZH, ZH",2022-09-07 09:00:00,3.5,82,0,24.63,47.551513671875,8.797046661376953
1662023704-522,"Universitätsstrasse 110, 8006 Zürich, ZH",2022-09-07 09:00:00,1.0,19,0,68.95,,
1662023777-1064,"Boulevard Lilienthal 5, 8152 Opfikon, ZH",2022-09-07 09:00:00,2.5,46,0,35.43,47.42422866821289,8.562675476074219
1662023780-1096,"Staffelstrasse 13, 8045 Zürich, ZH",2022-09-07 09:00:00,3.5,110,0,47.0,47.36064529418945,8.52066707611084
1662023798-1244,"Hofibachstrasse 3, 8909 Zwillikon, ZH",2022-09-07 09:00:00,3.5,85,0,23.24,47.28936767578125,8.441304206848145
1662023733-735,"Bächelacherstrasse 9, 8132 Hinteregg, ZH",2022-09-07 09:00:00,3.5,81,0,20.74,47.30830383300781,8.68037223815918
1662023793-1178,"Florastr. 14, 8610 Uster, ZH",2022-09-07 09:00:00,3.5,112,0,19.2,47.34764862060547,8.71961498260498
1662023767-1004,"Spitalstr. 157, 8620 Wetzikon ZH, ZH",2022-09-07 09:00:00,5.5,115,0,18.43,47.32657241821289,8.808747291564941
1662023711-573,"Spranglenstr. 32, 8303 Bassersdorf, ZH",2022-09-07 09:00:00,4.5,148,0,14.76,47.444427490234375,8.618995666503906
1662023795-1217,"Zeughausstr. 29a, 8910 Affoltern am Albis, ZH",2022-09-07 09:00:00,4.5,93,0,21.29,47.2719841003418,8.450772285461426
1662023714-583,"8312 Winterberg ZH, ZH",2022-09-07 09:00:00,4.0,96,0,23.96,47.45626449584961,8.69238567352295
1662023698-475,"Zürcherstrasse 57, 8406 Winterthur, ZH",2022-09-07 09:00:00,1.0,24,0,56.25,47.494544982910156,8.711798667907715
1662023736-760,"Tösstalstrasse 174, 8400 Winterthur, ZH",2022-09-07 09:00:00,3.0,62,0,23.89,47.488746643066406,8.75119686126709
1662023739-779,"Alfred Comte-Strasse 3, 8953 Dietikon, ZH",2022-09-07 09:00:00,3.5,87,0,25.17,47.409637451171875,8.406033515930176
1662023733-742,"Giessereistrasse 12, 8005 Zürich, ZH",2022-09-07 09:00:00,2.5,282,0,26.6,47.390220642089844,8.518072128295898
1662023707-529,"Rebgasse 8, 8004 Zürich, ZH",2022-09-07 09:00:00,2.5,57,0,62.11,47.374168395996094,8.530760765075684
1662023774-1044,"Altburgstr. 15, 8105 Regensdorf, ZH",2022-09-07 09:00:00,2.0,56,0,30.09,47.42799758911133,8.47488021850586
1662023733-734,"Fellenbergstrasse 319, 8047 Zürich, ZH",2022-09-07 09:00:00,3.5,72,0,30.42,47.3751335144043,8.487833023071289
1662023695-437,"Pappelnstr. 14, 8620 Wetzikon ZH, ZH",2022-09-07 09:00:00,2.5,86,0,19.3,47.328514099121094,8.80092716217041
1662023720-636,"Hinter Zünen 11, 8702 Zollikon, ZH",2022-09-07 09:00:00,4.5,122,0,30.16,47.34146499633789,8.574190139770508
1662023780-1081,"Seminarstr. 1, 8006 Zürich, ZH",2022-09-07 09:00:00,3.5,95,0,41.53,,
1662023689-392,"8933 Maschwanden, ZH",2022-09-07 09:00:00,3.5,110,0,17.73,47.23451232910156,8.422947883605957
1662023704-508,"Schulstrasse 175, 8105 Regensdorf, ZH",2022-09-07 09:00:00,4.5,112,0,20.94,47.437828063964844,8.468487739562988
1662023780-1088,"Waldmannstrasse 12 a, 8001 Zürich, ZH",2022-09-07 09:00:00,2.5,59,0,50.51,,
1662023783-1125,"Kirchrain 1A, 8824 Schönenberg ZH, ZH",2022-09-07 09:00:00,5.5,155,0,22.52,47.193382263183594,8.644906997680664
1662023723-662,"Bucheggstrasse 157, 8057 Zürich, ZH",2022-09-07 09:00:00,2.5,52,0,54.62,47.39902114868164,8.540755271911621
1662023813-1351,"Bollstrasse 66, 8405 Winterthur, ZH",2022-09-07 09:00:00,3.5,88,0,26.65,47.480735778808594,8.759693145751953
1662023813-1362,"Kirchgasse 2, 8353 Elgg, ZH",2022-09-07 09:00:00,3.0,50,0,28.6,47.489471435546875,8.8677339553833
1662023733-733,"Sandstrasse 1, 8180 Bülach, ZH",2022-09-07 09:00:00,4.5,122,0,26.23,47.52568817138672,8.541040420532227
1662023795-1220,"Grimselstrasse 19, 8048 Zürich, ZH",2022-09-07 09:00:00,2.0,47,0,30.09,47.385684967041016,8.489228248596191
1662023813-1364,"Viktoriastrasse 29, 8057 Zürich, ZH",2022-09-07 09:00:00,1.5,23,0,67.48,47.40406799316406,8.55045223236084
1662023749-855,"Pionierstr. 22, 8400 Winterthur, ZH",2022-09-07 09:00:00,1.0,89,0,21.35,47.49772262573242,8.719924926757812
1662023736-764,"Gladbachstr. 120, 8044 Zürich, ZH",2022-09-07 09:00:00,3.0,74,0,32.73,47.37733840942383,8.558547019958496
1662023730-711,"Moosäckerstrasse 72, 8105 Regensdorf, ZH",2022-09-07 09:00:00,1.0,20,0,55.0,47.43935012817383,8.456944465637207
1662023793-1195,"Schaffhauserstrasse 456, 8052 Zürich, ZH",2022-09-07 09:00:00,4.5,126,0,26.83,47.418052673339844,8.546833038330078
1662023771-1020,"Langackerweg 13, 8155 Niederhasli, ZH",2022-09-07 09:00:00,3.0,63,0,29.44,47.483028411865234,8.48688793182373
1662023689-403,"Panoramastrasse 3, 8903 Birmensdorf ZH, ZH",2022-09-07 09:00:00,4.5,90,0,30.33,47.36023712158203,8.434920310974121
1662023752-888,"Zürcherstrasse 54, 8406 Winterthur, ZH",2022-09-07 09:00:00,3.5,103,0,21.75,47.49507141113281,8.711730003356934
1662023698-464,"Fangletenstrasse 16, 8180 Bülach, ZH",2022-09-07 09:00:00,5.5,121,0,24.22,47.52791976928711,8.538370132446289
1662023761-953,"Jägerstrasse 59, 8406 Winterthur, ZH",2022-09-07 09:00:00,2.5,61,0,31.64,47.4949951171875,8.713829040527344
1662023752-879,"Badenerstrasse  250, 8004 Zürich, ZH",2022-09-07 09:00:00,2.5,58,0,50.0,47.3759880065918,8.516037940979004
1662023777-1058,"Hardturmstr. 5, 8005 Zürich, ZH",2022-09-07 09:00:00,2.5,92,0,47.93,47.39119338989258,8.519919395446777
1662023801-1261,"Alte Landstrasse, 8955 Oetwil an der Limmat, ZH",2022-09-07 09:00:00,4.5,120,0,20.67,,
1662023771-1029,"Forenackerstrasse 6, 8246 Langwiesen, ZH",2022-09-07 09:00:00,4.5,95,0,16.16,47.6853141784668,8.654377937316895
1662023701-504,"8105 Watt, ZH",2022-09-07 09:00:00,5.5,86,1,29.07,47.444305419921875,8.485084533691406
1662023733-743,"Badenerstrasse 110, 8952 Schlieren, ZH",2022-09-07 09:00:00,4.5,109,0,24.5,47.397884368896484,8.431954383850098
1662023736-768,"Hofwisenstr. 2, 8317 Tagelswangen, ZH",2022-09-07 09:00:00,3.5,111,0,20.27,47.430091857910156,8.669851303100586
1662023761-937,"Bachtelweg 9, 8604 Volketswil, ZH",2022-09-07 09:00:00,4.0,80,0,20.32,47.390411376953125,8.68159294128418
1662023742-809,"Breitenloostrasse 6, 8309 Nürensdorf, ZH",2022-09-07 09:00:00,2.5,64,0,25.0,47.46484375,8.639374732971191
1662023689-401,"Dorfstrasse 31, 8196 Wil ZH, ZH",2022-09-07 09:00:00,3.5,102,0,21.18,47.60468292236328,8.508256912231445
