web-scraper-order;address_raw;datetime;rooms;area;luxurious;price;price_per_m2;lat;lon;bfs_number;bfs_name;pop;pop_dens;frg_pct;emp;tax_income;dist_supermarket
1662023789-1173;Gerhardstrasse 8, 8003 Zürich, ZH;17.09.2022 11:44;4;82;0;3490;42.56;47.37050247;8.523018837;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;225.0460163
1662023783-1108;Karstlernstrasse 14, 8048 Zürich, ZH;17.09.2022 11:44;1;30;0;1430;47.67;47.38990402;8.478319168;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;488.0383797
1662023767-995;Kreuzstrasse 55, 8008 Zürich, ZH;17.09.2022 11:44;1.5;41;0;2090;50.98;47.3645401;8.552120209;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;130.5374186
1662023698-458;Scheffelstrasse 11, 8037 Zürich, ZH;17.09.2022 11:44;2.5;56;0;4390;78.39;47.39439011;8.529122353;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;76.36840439
1662023742-804;Emil Oprecht-Str. 1, 8050 Zürich, ZH;17.09.2022 11:44;4.5;99;0;2660;26.87;47.41197968;8.541033745;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;163.971253
1662023701-493;Herrligweg 9, 8048 Zürich, ZH;17.09.2022 11:44;2.5;60;0;2500;41.67;47.38989258;8.484477997;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;233.8651918
1662023745-837;Elisabethenstrasse 28, 8004 Zürich, ZH;17.09.2022 11:44;3.5;70;0;4300;61.43;47.37369156;8.52188015;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;166.3965452
1662023752-870;Spindelstrasse 12, 8041 Zürich, ZH;17.09.2022 11:44;3.5;95;0;4690;49.37;47.33975983;8.517643929;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;431.019696
1662023730-709;Lehfrauenweg 10, 8053 Zürich, ZH;17.09.2022 11:44;2.5;51;0;2200;43.14;47.35964966;8.58997345;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;304.5696523
1662023714-577;Bachtobelstrasse 23, 8045 Zürich, ZH;17.09.2022 11:44;2;51;0;1750;34.31;47.36090851;8.516180038;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;134.395172
1662023786-1148;Uhlandstrasse 6, 8037 Zürich, ZH;17.09.2022 11:44;2.5;76;0;4600;60.53;47.3944664;8.528930664;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;87.58157882
1662023793-1189;Herrligstrasse 36, 8048 Zürich, ZH;17.09.2022 11:44;2.5;56;0;1750;31.25;47.38893127;8.484622002;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;165.2851637
1662023786-1142;Hubenstr. 14, 8057 Zürich, ZH;17.09.2022 11:44;4.5;91;0;2360;25.93;47.4035759;8.558526039;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;901.4466183
1662023795-1209;Gustav-Gull-Platz 11, 8004 Zürich, ZH;17.09.2022 11:44;3.5;99;0;5150;52.02;47.37942505;8.531802177;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;190.82489
1662023813-1363;Nelkenstrasse 20, 8006 Zürich, ZH;17.09.2022 11:44;3.5;69;0;3750;54.35;47.38184357;8.546545029;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;131.6679506
1662023780-1104;Gustav-Gull-Platz 11, 8004 Zürich, ZH;17.09.2022 11:44;4.5;120;0;5211;43.42;47.37942505;8.531802177;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;190.82489
1662023723-657;Dörflistrasse 112, 8050 Zürich, ZH;17.09.2022 11:44;2.5;50;0;2840;56.8;47.41082382;8.547832489;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;91.00708381
1662023736-753;Schwandenholzstrasse 260, 8046 Zürich, ZH;17.09.2022 11:44;4.5;90;0;2420;26.89;47.42427444;8.519989967;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;986.2691343
1662023739-788;Letzigraben 165, 8047 Zürich, ZH;17.09.2022 11:44;3.5;67;0;2670;39.85;47.37402725;8.4956007;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;305.7476638
1662023795-1218;Maneggplatz 40, 8041 Zürich, ZH;17.09.2022 11:44;2.5;71;0;2140;30.14;47.33966827;8.520100594;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;416.8522944
1662023745-833;Jonas-Furrer-Str. 21, 8046 Zürich, ZH;17.09.2022 11:44;2.5;68;0;1762;25.91;47.42037582;8.508238792;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;5.14879488
1662023714-591;Schulhausstrasse 47, 8002 Zürich, ZH;17.09.2022 11:44;1;35;0;1750;50;47.36001968;8.528043747;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;172.3260165
1662023793-1187;Hagenholzstrasse 66, 8050 Zürich, ZH;17.09.2022 11:44;1;111;1;2330;20.99;47.41331863;8.556182861;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;668.305599
1662023767-999;Holderbachweg 8, 8046 Zürich, ZH;17.09.2022 11:44;3.5;90;0;2290;25.44;47.41841507;8.504903793;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;79.80705281
1662023801-1268;Jungstrasse 18, 8050 Zürich, ZH;17.09.2022 11:44;2;54;0;1570;29.07;47.41508865;8.543237686;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;273.3318109
1662023739-790;Badenerstrasse  250, 8004 Zürich, ZH;17.09.2022 11:44;3.5;74;1;4200;56.76;47.37598801;8.516037941;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;108.2571857
1662023749-852;Altstetterstrasse 178, 8048 Zürich, ZH;17.09.2022 11:44;1.5;77;0;2450;31.82;47.38568497;8.485180855;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;209.5293055
1662023786-1147;Etzelstrasse 6, 8038 Zürich, ZH;17.09.2022 11:44;3.5;75;0;4100;54.67;47.34442139;8.53067112;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;5.969255685
1662023786-1145;Heliosstrasse 12, 8032 Zürich, ZH;17.09.2022 11:44;4.5;97;0;5810;59.9;47.36385345;8.559439659;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;453.091251
1662023711-564;Baurstrasse 29, 8008 Zürich, ZH;17.09.2022 11:44;1.5;30;0;3790;126.33;47.3559227;8.554497719;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;224.5931299
1662023798-1238;Feldblumenstrasse 10, 8048 Zürich, ZH;17.09.2022 11:44;4.5;125;0;4480;35.84;47.38809967;8.482545853;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;228.5268013
1662023723-667;8001 Zürich, ZH;17.09.2022 11:44;4.5;167;0;24;0.14;47.36893463;8.541392326;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;7.371820841
1662023810-1333;Maneggplatz 14, 8041 Zürich, ZH;17.09.2022 11:44;3.5;91;0;2950;32.42;47.34020615;8.520726204;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;486.1000325
1662023692-431;8057 Zürich, ZH;17.09.2022 11:44;3;74;0;2369;32.01;47.39358521;8.539556503;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;142.9543313
1662023810-1338;Feldstrasse 40, 8004 Zürich, ZH;17.09.2022 11:44;1.5;51;0;1780;34.9;47.37585449;8.521323204;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;150.6598688
1662023698-472;Badenerstrasse 595, 8048 Zürich, ZH;17.09.2022 11:44;4;105;0;3840;36.57;47.38526535;8.493899345;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;123.174532
1662023801-1260;am Oeschbrig 5, 8053 Zürich, ZH;17.09.2022 11:44;4.5;98;0;3565;36.38;47.35725784;8.599966049;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;514.186199
1662023739-786;Letzigraben 165, 8047 Zürich, ZH;17.09.2022 11:44;4.5;96;0;3690;38.44;47.37402725;8.4956007;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;305.7476638
1662023761-943;Am Wasser 161, 8049 Zürich, ZH;17.09.2022 11:44;1.5;22;0;1750;79.55;47.39943695;8.495816231;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;407.4024613
1662023739-785;Letzigraben 165, 8047 Zürich, ZH;17.09.2022 11:44;2.5;58;0;2390;41.21;47.37402725;8.4956007;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;305.7476638
1662023793-1194;Mühlebachstrasse 76, 8008 Zürich, ZH;17.09.2022 11:44;4;115;0;3640;31.65;47.36259079;8.553037643;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;226.2929265
1662023761-949;Soodstrasse 90, 8041 Zürich, ZH;17.09.2022 11:44;1.5;161;0;2745;17.05;47.3256073;8.518198967;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;290.4669994
1662023795-1206;Bühlstrasse 45C, 8055 Zürich, ZH;17.09.2022 11:44;3.5;103;0;2870;27.86;47.36454773;8.515075684;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;308.8287721
1662023714-585;Riedenhaldenstrasse 254, 8046 Zürich, ZH;17.09.2022 11:44;3;66;0;2090;31.67;47.41985703;8.510608673;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;190.9802976
1662023755-907;Oerlikonerstrasse 87, 8057 Zürich, ZH;17.09.2022 11:44;3.5;84;0;2950;35.12;47.40504074;8.54621315;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;167.0857124
1662023714-579;Bachmattstr. 59, 8048 Zürich, ZH;17.09.2022 11:44;2.5;71;0;2300;32.39;47.3890419;8.483692169;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;212.3682202
1662023689-385;8053 Zürich, ZH;17.09.2022 11:44;4.5;171;1;7900;46.2;47.35861588;8.578998566;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;499.5722125
1662023736-756;Birmensdorferstrasse 598, 8055 Zürich, ZH;17.09.2022 11:44;3.5;97;0;3595;37.06;47.36793518;8.488553047;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;369.0853957
1662023752-869;Schrennengasse 14, 8003 Zürich, ZH;17.09.2022 11:44;2.5;45;0;3050;67.78;47.36940384;8.516093254;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;155.4463071
1662023704-528;Redingstrasse 3, 8038 Zürich, ZH;17.09.2022 11:44;2.5;60;0;1920;32;47.34896088;8.526168823;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;549.817212
1662023711-559;Birmensdorferstrasse 596, 8055 Zürich, ZH;17.09.2022 11:44;1.5;55;0;2195;39.91;47.36790848;8.488808632;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;357.8306111
1662023749-843;Ottikerstrasse 11, 8006 Zürich, ZH;17.09.2022 11:44;1.5;52;0;2520;48.46;47.38570404;8.542648315;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;453.6715917
1662023780-1102;Zeltweg 68, 8032 Zürich, ZH;17.09.2022 11:44;3.5;78;0;2461;31.55;47.36709213;8.552876472;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;287.0658775
1662023804-1280;Hallenstrasse 8, 8008 Zürich, ZH;17.09.2022 11:44;1;23;0;1700;73.91;47.36317825;8.548668861;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;94.61779045
1662023701-489;8057 Zürich, ZH;17.09.2022 11:44;4;85;0;3840;45.18;47.39358521;8.539556503;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;142.9543313
1662023801-1267;Färberstrasse 27, 8008 Zürich, ZH;17.09.2022 11:44;2.5;77;0;5250;68.18;47.36214066;8.549431801;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;118.7786633
1662023780-1094;Stampfenbachplatz 4, 8006 Zürich, ZH;17.09.2022 11:44;4.5;134;0;4290;32.01;47.38040161;8.542487144;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;282.037954
1662023764-975;Wehrenbachhalde 39, 8053 Zürich, ZH;17.09.2022 11:44;6;153;0;4240;27.71;47.35622787;8.580233574;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;486.0431407
1662023761-948;Seefeldstr. 168, 8008 Zürich, ZH;17.09.2022 11:44;4.5;89;0;4540;51.01;47.35554504;8.556349754;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;295.7654712
1662023749-859;Käferholzstrasse 60, 8057 Zürich, ZH;17.09.2022 11:44;4.5;117;0;3980;34.02;47.40255356;8.532090187;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;411.9209697
1662023686-383;Hinterbergstrasse 57, 8044 Zürich, ZH;17.09.2022 11:44;2.5;62;0;2475;39.92;47.38201523;8.556857109;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;352.7132498
1662023804-1287;Höschgasse 46, 8008 Zürich, ZH;17.09.2022 11:44;3;78;0;3700;47.44;47.35751343;8.554138184;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;61.03984266
1662023733-739;Imbisbühlstrasse 110, 8049 Zürich, ZH;17.09.2022 11:44;3.5;131;1;3190;24.35;47.40596771;8.487181664;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;437.9281051
1662023807-1306;Feldstrasse 39, 8004 Zürich, ZH;17.09.2022 11:44;3;78;0;2500;32.05;47.37620926;8.521111488;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;188.7439768
1662023786-1146;Beckhammer 19, 8057 Zürich, ZH;17.09.2022 11:44;4.5;85;0;5190;61.06;47.4010582;8.54121685;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;595.6288936
1662023761-939;Grosswiesenstrasse 20, 8051 Zürich, ZH;17.09.2022 11:44;3;49;0;1440;29.39;47.40337372;8.583436012;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;497.9626039
1662023752-882;Soodstrasse 90, 8041 Zürich, ZH;17.09.2022 11:44;2.5;75;0;2330;31.07;47.3256073;8.518198967;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;290.4669994
1662023711-555;Balberstrasse 68, 8038 Zürich, ZH;17.09.2022 11:44;4;67;0;1990;29.7;47.33802795;8.526716232;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;367.8394315
1662023780-1103;Am Wasser 161, 8049 Zürich, ZH;17.09.2022 11:44;2.5;42;0;3000;71.43;47.39943695;8.495816231;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;407.4024613
1662023761-946;Am Wasser 161, 8049 Zürich, ZH;17.09.2022 11:44;1.5;22;0;1750;79.55;47.39943695;8.495816231;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;407.4024613
1662023798-1237;Im Holzerhurd 60, 8046 Zürich, ZH;17.09.2022 11:44;1;38;0;900;23.68;47.42334747;8.496809006;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;253.8942839
1662023695-454;Rosmarinweg 3, 8057 Zürich, ZH;17.09.2022 11:44;2.5;64;0;1650;25.78;47.4032135;8.550189972;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;196.7515138
1662023774-1047;Hohenklingenstrasse 45, 8049 Zürich, ZH;17.09.2022 11:44;2.5;48;0;2030;42.29;47.40235138;8.490530014;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;548.7173278
1662023755-898;Höschgasse 76, 8008 Zürich, ZH;17.09.2022 11:44;2.5;60;0;2790;46.5;47.35784912;8.556351662;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;129.2325344
1662023758-919;Baslerstrasse 31, 8048 Zürich, ZH;17.09.2022 11:44;4.5;98;0;2795;28.52;47.38403702;8.502075195;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;288.3060167
1662023793-1192;Neunbrunnenstr. 153, 8050 Zürich, ZH;17.09.2022 11:44;2.5;66;0;1884;28.55;47.41574478;8.532227516;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;563.8033711
1662023727-688;Sihlhallenstrasse 28, 8004 Zürich, ZH;17.09.2022 11:44;3.5;70;0;2640;37.71;47.38012314;8.526421547;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;338.5685963
1662023761-942;Badenerstrasse 250, 8004 Zürich, ZH;17.09.2022 11:44;1.5;25;0;2100;84;47.37598801;8.516037941;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;108.2571857
1662023793-1184;Dörflistrasse 112, 8050 Zürich, ZH;17.09.2022 11:44;3.5;65;0;3330;51.23;47.41082382;8.547832489;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;91.00708381
1662023698-469;Klosbachstrasse 44, 8032 Zürich, ZH;17.09.2022 11:44;2.5;54;0;3800;70.37;47.36623764;8.557329178;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;272.0746108
1662023730-700;Birchstrasse 98, 8050 Zürich, ZH;17.09.2022 11:44;1;64;1;2390;37.34;47.40781403;8.536985397;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;516.455676
1662023692-415;Badenerstrasse 701, 8048 Zürich, ZH;17.09.2022 11:44;2.5;59;0;2480;42.03;47.38793945;8.483872414;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;127.5325628
1662023714-580;Wehntalerstrasse 402, 8046 Zürich, ZH;17.09.2022 11:44;3;64;0;2370;37.03;47.41493225;8.516685486;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;852.5834272
1662023764-973;Forchstrasse 261, 8032 Zürich, ZH;17.09.2022 11:44;1.5;65;1;2470;38;47.36472321;8.555101395;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;47.09764616
1662023745-835;Im Heuried 52, 8055 Zürich, ZH;17.09.2022 11:44;2.5;56;0;1870;33.39;47.36848831;8.508621216;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;194.7669465
1662023783-1112;Bachmattstrasse 66, 8048 Zürich, ZH;17.09.2022 11:44;3.5;70;0;2190;31.29;47.3890686;8.483251572;261;Zürich;420217;4778.994655;32.45846789;491193;82932.7377;236.8670699
1662023742-807;Langfurrenstrasse 5c, 8623 Wetzikon ZH, ZH;17.09.2022 11:44;5.5;115;0;2860;24.87;47.32863235;8.810400009;121;Wetzikon (ZH);24990;1486.61511;25.99439776;14163;68356.14277;308.1761647
1662023755-900;8620 Wetzikon ZH, ZH;17.09.2022 11:44;3.5;123;1;3350;27.24;47.31372833;8.828516006;121;Wetzikon (ZH);24990;1486.61511;25.99439776;14163;68356.14277;1126.518913
1662023793-1186;Rosenstrasse 1, 8623 Wetzikon ZH, ZH;17.09.2022 11:44;4.5;109;0;2390;21.93;47.33300018;8.80818367;121;Wetzikon (ZH);24990;1486.61511;25.99439776;14163;68356.14277;169.7866569
1662023739-781;Langfurrenstrasse 5c, 8623 Wetzikon ZH, ZH;17.09.2022 11:44;1.5;38;0;1185;31.18;47.32863235;8.810400009;121;Wetzikon (ZH);24990;1486.61511;25.99439776;14163;68356.14277;308.1761647
1662023767-1004;Spitalstr. 157, 8620 Wetzikon ZH, ZH;17.09.2022 11:44;5.5;115;0;2120;18.43;47.32657242;8.808747292;121;Wetzikon (ZH);24990;1486.61511;25.99439776;14163;68356.14277;522.8996445
1662023695-437;Pappelnstr. 14, 8620 Wetzikon ZH, ZH;17.09.2022 11:44;2.5;86;0;1660;19.3;47.3285141;8.800927162;121;Wetzikon (ZH);24990;1486.61511;25.99439776;14163;68356.14277;100.7159427
1662023752-865;Langfurrenstrasse 5a, 8623 Wetzikon ZH, ZH;17.09.2022 11:44;3.5;90;0;2385;26.5;47.32884598;8.809763908;121;Wetzikon (ZH);24990;1486.61511;25.99439776;14163;68356.14277;273.4176162
1662023698-478;Kirchgasse 4, 8620 Wetzikon ZH, ZH;17.09.2022 11:44;2.5;76;0;1760;23.16;47.32634354;8.797727585;121;Wetzikon (ZH);24990;1486.61511;25.99439776;14163;68356.14277;15.69588117
1662023739-773;Langfurrenstrasse 5b, 8623 Wetzikon ZH, ZH;17.09.2022 11:44;2.5;60;0;1720;28.67;47.32872391;8.810142517;121;Wetzikon (ZH);24990;1486.61511;25.99439776;14163;68356.14277;292.8767276
1662023689-388;8620 Wetzikon ZH, ZH;17.09.2022 11:44;3.5;120;0;2400;20;47.31372833;8.828516006;121;Wetzikon (ZH);24990;1486.61511;25.99439776;14163;68356.14277;1126.518913
1662023807-1305;Weststrasse 66, 8620 Wetzikon ZH, ZH;17.09.2022 11:44;2.5;60;0;1540;25.67;47.32967377;8.79671669;121;Wetzikon (ZH);24990;1486.61511;25.99439776;14163;68356.14277;374.5939064
1662023767-1005;Bahnhofstrasse 117, 8620 Wetzikon ZH, ZH;17.09.2022 11:44;2.5;73;0;1860;25.48;47.32510757;8.798135757;121;Wetzikon (ZH);24990;1486.61511;25.99439776;14163;68356.14277;145.6534037
1662023701-485;Schneggenstr. 24, 8620 Wetzikon ZH, ZH;17.09.2022 11:44;3.5;72;0;1564;21.72;47.32073593;8.800229073;121;Wetzikon (ZH);24990;1486.61511;25.99439776;14163;68356.14277;656.7873802
1662023764-970;Guyer-Zeller-Strasse 1, 8620 Wetzikon ZH, ZH;17.09.2022 11:44;3.5;95;0;2000;21.05;47.31469727;8.793615341;121;Wetzikon (ZH);24990;1486.61511;25.99439776;14163;68356.14277;296.8370881
1662023761-959;Weststrasse 68, 8620 Wetzikon ZH, ZH;17.09.2022 11:44;2.5;55;0;1470;26.73;47.32984543;8.796719551;121;Wetzikon (ZH);24990;1486.61511;25.99439776;14163;68356.14277;307.7725942
1662023801-1264;Messikommerstrasse 37, 8620 Wetzikon ZH, ZH;17.09.2022 11:44;4.5;90;0;1870;20.78;47.32208252;8.792054176;121;Wetzikon (ZH);24990;1486.61511;25.99439776;14163;68356.14277;240.9756791
1662023742-805;Zelglistrasse 11A, 8620 Wetzikon ZH, ZH;17.09.2022 11:44;3.5;100;0;2230;22.3;47.33001328;8.78608799;121;Wetzikon (ZH);24990;1486.61511;25.99439776;14163;68356.14277;340.3603804
1662023704-523;Bahnhofstrasse 148, 8620 Wetzikon ZH, ZH;17.09.2022 11:44;3;138;0;2190;15.87;47.32648849;8.798989296;121;Wetzikon (ZH);24990;1486.61511;25.99439776;14163;68356.14277;112.1364204
1662023742-816;Usterstrasse 44, 8620 Wetzikon ZH, ZH;17.09.2022 11:44;1.5;90;1;1890;21;47.3272438;8.79475975;121;Wetzikon (ZH);24990;1486.61511;25.99439776;14163;68356.14277;231.1593823
1662023749-858;Blaketen 6, 8620 Wetzikon ZH, ZH;17.09.2022 11:44;5.5;123;0;2550;20.73;47.32310867;8.799917221;121;Wetzikon (ZH);24990;1486.61511;25.99439776;14163;68356.14277;403.2575343
1662023804-1290;Sandbuckweg 5A, 8157 Dielsdorf, ZH;17.09.2022 11:44;3.5;74;0;2165;29.26;47.47749329;8.456284523;86;Dielsdorf;5966;1016.354344;31.84713376;4370;75514;466.6978595
1662023701-499;Heugasse 2, 8157 Dielsdorf, ZH;17.09.2022 11:44;3;65;0;1860;28.62;47.48674393;8.452263832;86;Dielsdorf;5966;1016.354344;31.84713376;4370;75514;611.0141767
1662023695-438;Altmoosstrasse 17, 8157 Dielsdorf, ZH;17.09.2022 11:44;3.5;120;0;2350;19.58;47.47696686;8.454099655;86;Dielsdorf;5966;1016.354344;31.84713376;4370;75514;488.2973335
1662023786-1133;Krummibuckweg 9, 8157 Dielsdorf, ZH;17.09.2022 11:44;3.5;75;0;1910;25.47;47.48097229;8.460487366;86;Dielsdorf;5966;1016.354344;31.84713376;4370;75514;239.8342401
1662023745-839;Mühlestrasse 1, 8157 Dielsdorf, ZH;17.09.2022 11:44;4.5;108;0;2509;23.23;47.48301697;8.453057289;86;Dielsdorf;5966;1016.354344;31.84713376;4370;75514;194.3480067
1662023692-410;8157 Dielsdorf, ZH;17.09.2022 11:44;4.5;99;0;2000;20.2;47.48334122;8.461685181;86;Dielsdorf;5966;1016.354344;31.84713376;4370;75514;380.8189025
1662023758-918;Krummibuckweg 6, 8157 Dielsdorf, ZH;17.09.2022 11:44;3.5;88;0;1840;20.91;47.48119354;8.459864616;86;Dielsdorf;5966;1016.354344;31.84713376;4370;75514;292.6956451
1662023704-512;Regensbergstrasse 8, 8157 Dielsdorf, ZH;17.09.2022 11:44;4.5;95;0;1950;20.53;47.48210144;8.452489853;86;Dielsdorf;5966;1016.354344;31.84713376;4370;75514;132.4320161
1662023707-544;Ifangweg 1, 8610 Uster, ZH;17.09.2022 11:44;2;47;0;1400;29.79;47.35888672;8.713795662;198;Uster;35007;1228.746929;23.00968378;17237;78620.73876;414.2377654
1662023786-1135;Unterbühlenstr. 3B, 8610 Uster, ZH;17.09.2022 11:44;3.5;72;0;1690;23.47;47.34423447;8.707965851;198;Uster;35007;1228.746929;23.00968378;17237;78620.73876;476.1484806
1662023764-971;Ifangweg 8, 8610 Uster, ZH;17.09.2022 11:44;3;68;0;1315;19.34;47.35796356;8.714289665;198;Uster;35007;1228.746929;23.00968378;17237;78620.73876;321.5295452
1662023736-766;Steigstr. 3, 8610 Uster, ZH;17.09.2022 11:44;4.5;106;0;2670;25.19;47.34431076;8.730061531;198;Uster;35007;1228.746929;23.00968378;17237;78620.73876;467.3397886
1662023793-1198;Poststr. 3, 8610 Uster, ZH;17.09.2022 11:44;4.5;132;0;2980;22.58;47.34947968;8.7182827;198;Uster;35007;1228.746929;23.00968378;17237;78620.73876;151.9494859
1662023786-1129;Meierackerstr. 4, 8610 Uster, ZH;17.09.2022 11:44;3.5;98;0;2190;22.35;47.36004257;8.716106415;198;Uster;35007;1228.746929;23.00968378;17237;78620.73876;591.2965349
1662023745-828;Gerichtsstrasse 5, 8610 Uster, ZH;17.09.2022 11:44;1;134;1;3200;23.88;47.35003281;8.716350555;198;Uster;35007;1228.746929;23.00968378;17237;78620.73876;48.2616004
1662023793-1178;Florastr. 14, 8610 Uster, ZH;17.09.2022 11:44;3.5;112;0;2150;19.2;47.34764862;8.719614983;198;Uster;35007;1228.746929;23.00968378;17237;78620.73876;94.69989836
1662023761-957;Oberlandstr. 75, 8610 Uster, ZH;17.09.2022 11:44;3.5;92;0;1964;21.35;47.35482407;8.71586132;198;Uster;35007;1228.746929;23.00968378;17237;78620.73876;179.1253448
1662023707-551;Ifangweg 7, 8610 Uster, ZH;17.09.2022 11:44;2;47;0;1425;30.32;47.35850906;8.714330673;198;Uster;35007;1228.746929;23.00968378;17237;78620.73876;380.7739467
1662023789-1155;Brunnenwiesenstr. 40, 8610 Uster, ZH;17.09.2022 11:44;3.5;76;0;1875;24.67;47.35472488;8.717199326;198;Uster;35007;1228.746929;23.00968378;17237;78620.73876;350.7596681
1662023758-935;Aathalstrasse 34, 8610 Uster, ZH;17.09.2022 11:44;1;147;1;2450;16.67;47.34529877;8.729885101;198;Uster;35007;1228.746929;23.00968378;17237;78620.73876;563.6606835
1662023780-1082;Wermatswilerstrasse 91, 8610 Uster, ZH;17.09.2022 11:44;4.5;98;0;2100;21.43;47.35652542;8.729662895;198;Uster;35007;1228.746929;23.00968378;17237;78620.73876;944.074114
1662023767-1002;Breitigasse 5, 8610 Uster, ZH;17.09.2022 11:44;3.5;73;0;1800;24.66;47.34422302;8.734959602;198;Uster;35007;1228.746929;23.00968378;17237;78620.73876;705.3888817
1662023758-925;Stöcklerstr. 6, 8610 Uster, ZH;17.09.2022 11:44;3;69;0;1655;23.99;47.34308243;8.734877586;198;Uster;35007;1228.746929;23.00968378;17237;78620.73876;634.2785436
