web-scraper-order;address_raw;datetime;rooms;area;luxurious;price;price_per_m2;lat;lon;bfs_number;bfs_name;pop;pop_dens;frg_pct;emp;tax_income;dist_supermarket
1662023707-548;Moosstrasse 22, 8630 Rüti ZH, ZH;17.09.2022 11:44;3;61;0;1090;17.87;47.25400543;8.855942726;118;Rüti (ZH);12286;1221.272366;24.84128276;5053;65362.04268;206.5114356
1662023723-663;Bachtelstrasse 24b, 8630 Rüti ZH, ZH;17.09.2022 11:44;4;79;0;1620;20.51;47.26611328;8.866871834;118;Rüti (ZH);12286;1221.272366;24.84128276;5053;65362.04268;974.8442088
1662023723-668;Werkstrasse 47, 8630 Rüti ZH, ZH;17.09.2022 11:44;3.5;80;0;2050;25.62;47.25243759;8.853998184;118;Rüti (ZH);12286;1221.272366;24.84128276;5053;65362.04268;195.2862875
1662023739-792;Frohwiesstrasse 14, 8630 Rüti ZH, ZH;17.09.2022 11:44;3.5;70;0;1465;20.93;47.26621628;8.868329048;118;Rüti (ZH);12286;1221.272366;24.84128276;5053;65362.04268;1070.714031
1662023707-540;Aronenweg 9, 8618 Oetwil am See, ZH;17.09.2022 11:44;3.5;78;0;1680;21.54;47.27603149;8.718671799;157;Oetwil am See;4840;792.1440262;29.25619835;2303;68443.80331;545.1583964
1662023783-1117;Glärnischstrasse 62, 8618 Oetwil am See, ZH;17.09.2022 11:44;4.5;98;0;1885;19.23;47.27785873;8.7202034;157;Oetwil am See;4840;792.1440262;29.25619835;2303;68443.80331;725.6365795
1662023707-537;Aronenweg 17, 8618 Oetwil am See, ZH;17.09.2022 11:44;4.5;102;0;2000;19.61;47.27553558;8.718412399;157;Oetwil am See;4840;792.1440262;29.25619835;2303;68443.80331;499.4382613
1662023707-538;Pilatusstrasse 14, 8330 Pfäffikon ZH, ZH;17.09.2022 11:44;2.5;75;0;1960;26.13;47.364254;8.783860207;177;Pfäffikon;12164;623.475141;19.08911542;5895;76953.43774;236.4514834
1662023711-561;Schulstrasse 26a, 8330 Pfäffikon ZH, ZH;17.09.2022 11:44;1;19;0;1100;57.89;47.36679459;8.781128883;177;Pfäffikon;12164;623.475141;19.08911542;5895;76953.43774;127.0434909
1662023698-479;Obermattstrasse 82, 8330 Pfäffikon ZH, ZH;17.09.2022 11:44;2;60;0;1615;26.92;47.37073135;8.782037735;177;Pfäffikon;12164;623.475141;19.08911542;5895;76953.43774;205.1981377
1662023695-439;Steinackerstrasse 25, 8330 Pfäffikon ZH, ZH;17.09.2022 11:44;4.5;84;0;1950;23.21;47.37303925;8.780903816;177;Pfäffikon;12164;623.475141;19.08911542;5895;76953.43774;468.1636858
1662023686-369;Schärackerstrasse 15, 8330 Pfäffikon ZH, ZH;17.09.2022 11:44;4.5;77;0;1791;23.26;47.37131119;8.779349327;177;Pfäffikon;12164;623.475141;19.08911542;5895;76953.43774;331.017328
1662023789-1161;Nelkenstr. 9, 8330 Pfäffikon ZH, ZH;17.09.2022 11:44;3.5;79;0;1710;21.65;47.37203598;8.784619331;177;Pfäffikon;12164;623.475141;19.08911542;5895;76953.43774;404.5619455
1662023767-1001;Nelkenstr. 2, 8330 Pfäffikon ZH, ZH;17.09.2022 11:44;4.5;165;0;2679;16.24;47.37173843;8.784454346;177;Pfäffikon;12164;623.475141;19.08911542;5895;76953.43774;369.7358779
1662023736-761;Tunnelstr. 7, 8330 Pfäffikon ZH, ZH;17.09.2022 11:44;3.5;96;0;2060;21.46;47.36857605;8.781661034;177;Pfäffikon;12164;623.475141;19.08911542;5895;76953.43774;40.29460535
1662023780-1084;Nelkenstr. 2, 8330 Pfäffikon ZH, ZH;17.09.2022 11:44;3.5;76;0;1700;22.37;47.37173843;8.784454346;177;Pfäffikon;12164;623.475141;19.08911542;5895;76953.43774;369.7358779
1662023793-1179;Bachtelstrasse 57, 8330 Pfäffikon ZH, ZH;17.09.2022 11:44;3.5;108;0;2654;24.57;47.36494064;8.791268349;177;Pfäffikon;12164;623.475141;19.08911542;5895;76953.43774;672.7461707
1662023695-442;Schärackerstrasse 9, 8330 Pfäffikon ZH, ZH;17.09.2022 11:44;3.5;91;0;1990;21.87;47.3711853;8.779633522;177;Pfäffikon;12164;623.475141;19.08911542;5895;76953.43774;310.5389796
1662023767-990;Nelkenstr. 9, 8330 Pfäffikon ZH, ZH;17.09.2022 11:44;3.5;79;0;1640;20.76;47.37203598;8.784619331;177;Pfäffikon;12164;623.475141;19.08911542;5895;76953.43774;404.5619455
1662023717-608;Tunnelstr. 5, 8330 Pfäffikon ZH, ZH;17.09.2022 11:44;5.5;155;0;3300;21.29;47.36875916;8.780900002;177;Pfäffikon;12164;623.475141;19.08911542;5895;76953.43774;24.87292334
1662023771-1016;Schulstrasse 12, 8330 Pfäffikon ZH, ZH;17.09.2022 11:44;3.5;101;0;2305;22.82;47.36713791;8.780004501;177;Pfäffikon;12164;623.475141;19.08911542;5895;76953.43774;143.8591495
1662023795-1214;Hittnauerstrasse 62, 8330 Pfäffikon ZH, ZH;17.09.2022 11:44;3;60;0;1500;25;47.36471558;8.796123505;177;Pfäffikon;12164;623.475141;19.08911542;5895;76953.43774;1038.03567
1662023707-532;Hochstrasse 141, 8330 Pfäffikon ZH, ZH;17.09.2022 11:44;2.5;91;0;1725;18.96;47.36073303;8.793621063;177;Pfäffikon;12164;623.475141;19.08911542;5895;76953.43774;1032.775843
1662023701-497;Kempttalstrasse 43, 8330 Pfäffikon ZH, ZH;17.09.2022 11:44;3.5;88;0;1870;21.25;47.36790085;8.780043602;177;Pfäffikon;12164;623.475141;19.08911542;5895;76953.43774;70.73575862
1662023777-1071;Pilatusstrasse 22, 8330 Pfäffikon ZH, ZH;17.09.2022 11:44;1;108;0;2305;21.34;47.36396408;8.783564568;177;Pfäffikon;12164;623.475141;19.08911542;5895;76953.43774;258.6229805
1662023730-704;Dorfstrasse 84, 8954 Geroldswil, ZH;17.09.2022 11:44;4.5;100;0;1880;18.8;47.42408752;8.411906242;244;Geroldswil;4934;2556.476684;26.75314147;;82322.24771;300.0447294
1662023774-1039;Dorfstrasse 100, 8954 Geroldswil, ZH;17.09.2022 11:44;4.5;86;0;1680;19.53;47.42427826;8.409123421;244;Geroldswil;4934;2556.476684;26.75314147;;82322.24771;252.43757
1662023723-660;Brunaustrasse 160, 8951 Fahrweid, ZH;17.09.2022 11:44;3.5;84;1;2490;29.64;47.41254044;8.417913437;244;Geroldswil;4934;2556.476684;26.75314147;;82322.24771;1096.205903
1662023783-1114;Huebwiesenstrasse 20, 8954 Geroldswil, ZH;17.09.2022 11:44;5.5;173;0;2530;14.62;47.42100906;8.412511826;244;Geroldswil;4934;2556.476684;26.75314147;;82322.24771;85.31886597
1662023692-432;8954 Geroldswil, ZH;17.09.2022 11:44;4;102;0;2150;21.08;47.42545319;8.410881042;244;Geroldswil;4934;2556.476684;26.75314147;;82322.24771;453.3236249
1662023689-390;8954 Geroldswil, ZH;17.09.2022 11:44;2.5;82;0;1500;18.29;47.42545319;8.410881042;244;Geroldswil;4934;2556.476684;26.75314147;;82322.24771;453.3236249
1662023771-1023;Soodstrasse 13, 8134 Adliswil, ZH;17.09.2022 11:44;4;90;0;2030;22.56;47.31380463;8.526074409;131;Adliswil;18944;2438.095238;37.78505068;7507;86141.18828;206.9648475
1662023771-1012;Rütistr. 28, 8134 Adliswil, ZH;17.09.2022 11:44;1;32;0;1120;35;47.30426788;8.52925396;131;Adliswil;18944;2438.095238;37.78505068;7507;86141.18828;846.0175045
1662023730-720;Parkweg 10, 8134 Adliswil, ZH;17.09.2022 11:44;3.5;80;0;2420;30.25;47.32250595;8.530079842;131;Adliswil;18944;2438.095238;37.78505068;7507;86141.18828;798.6534871
1662023698-473;Kronenstrasse 3, 8134 Adliswil, ZH;17.09.2022 11:44;4.5;105;0;2850;27.14;47.31185913;8.527588844;131;Adliswil;18944;2438.095238;37.78505068;7507;86141.18828;207.9117505
1662023730-719;Salamanderweg 3, 8134 Adliswil, ZH;17.09.2022 11:44;4.5;108;0;3160;29.26;47.32252502;8.530826569;131;Adliswil;18944;2438.095238;37.78505068;7507;86141.18828;800.66918
1662023774-1051;Breitenstrasse 12, 8134 Adliswil, ZH;17.09.2022 11:44;3.5;70;0;1950;27.86;47.30633163;8.519345284;131;Adliswil;18944;2438.095238;37.78505068;7507;86141.18828;696.6822671
1662023730-718;Parkweg 8, 8134 Adliswil, ZH;17.09.2022 11:44;2.5;45;0;1565;34.78;47.32226181;8.530164719;131;Adliswil;18944;2438.095238;37.78505068;7507;86141.18828;771.309752
1662023810-1330;Oberhusstrasse 24, 8134 Adliswil, ZH;17.09.2022 11:44;3.5;87;0;2075;23.85;47.29860306;8.523846626;131;Adliswil;18944;2438.095238;37.78505068;7507;86141.18828;1413.765986
1662023798-1232;Rainstrasse 10, 8134 Adliswil, ZH;17.09.2022 11:44;3.5;95;1;3000;31.58;47.32304764;8.517567635;131;Adliswil;18944;2438.095238;37.78505068;7507;86141.18828;420.7689571
1662023695-440;Im Sihlhof 2, 8134 Adliswil, ZH;17.09.2022 11:44;1.5;61;0;1960;32.13;47.32122421;8.522125244;131;Adliswil;18944;2438.095238;37.78505068;7507;86141.18828;100.5098307
1662023701-500;Zelgstrasse 48, 8134 Adliswil, ZH;17.09.2022 11:44;3.5;71;0;1790;25.21;47.31568909;8.517690659;131;Adliswil;18944;2438.095238;37.78505068;7507;86141.18828;260.3926298
1662023767-998;Steinmürlistrasse 42, 8953 Dietikon, ZH;17.09.2022 11:44;3.5;81;0;1900;23.46;47.40464401;8.392952919;243;Dietikon;27746;2970.663812;46.2264831;18911;64662.73778;131.177497
1662023807-1298;Grünaustrasse 12, 8953 Dietikon, ZH;17.09.2022 11:44;3.5;92;0;2440;26.52;47.40992355;8.403440475;243;Dietikon;27746;2970.663812;46.2264831;18911;64662.73778;78.44046807
1662023810-1344;Grünaustrasse 10, 8953 Dietikon, ZH;17.09.2022 11:44;1.5;61;0;1730;28.36;47.40949249;8.403727531;243;Dietikon;27746;2970.663812;46.2264831;18911;64662.73778;106.6631069
1662023689-387;Winzerstrasse 17, 8953 Dietikon, ZH;17.09.2022 11:44;2;38;0;1800;47.37;47.40036011;8.386734009;243;Dietikon;27746;2970.663812;46.2264831;18911;64662.73778;724.676838
1662023739-779;Alfred Comte-Strasse 3, 8953 Dietikon, ZH;17.09.2022 11:44;3.5;87;0;2190;25.17;47.40963745;8.406033516;243;Dietikon;27746;2970.663812;46.2264831;18911;64662.73778;86.20368784
1662023798-1248;Überlandstr. 26, 8953 Dietikon, ZH;17.09.2022 11:44;2;100;0;2220;22.2;47.40888214;8.404066086;243;Dietikon;27746;2970.663812;46.2264831;18911;64662.73778;84.79047364
1662023739-778;Bleicherstrasse 43, 8953 Dietikon, ZH;17.09.2022 11:44;3.5;79;0;2600;32.91;47.40856552;8.395078659;243;Dietikon;27746;2970.663812;46.2264831;18911;64662.73778;355.7257711
1662023783-1106;Zentralstr. 6, 8953 Dietikon, ZH;17.09.2022 11:44;2.5;59;0;1660;28.14;47.40494156;8.400984764;243;Dietikon;27746;2970.663812;46.2264831;18911;64662.73778;33.16846286
1662023783-1116;Steinmürlistrasse 3, 8953 Dietikon, ZH;17.09.2022 11:44;3;64;0;1500;23.44;47.40771484;8.392432213;243;Dietikon;27746;2970.663812;46.2264831;18911;64662.73778;223.2808652
1662023771-1031;Heimstrasse 12, 8953 Dietikon, ZH;17.09.2022 11:44;3.5;89;0;2195;24.66;47.409935;8.405334473;243;Dietikon;27746;2970.663812;46.2264831;18911;64662.73778;82.79600352
1662023714-596;8953 Dietikon, ZH;17.09.2022 11:44;3.5;85;0;2690;31.65;47.40451431;8.402215958;243;Dietikon;27746;2970.663812;46.2264831;18911;64662.73778;65.40898774
1662023692-430;Bohnäckerstr. 11, 8955 Oetwil an der Limmat, ZH;17.09.2022 11:44;3.5;87;0;1895;21.78;47.42795563;8.391122818;243;Dietikon;27746;2970.663812;46.2264831;18911;64662.73778;1049.555168
1662023807-1314;Webereistrasse 8, 8953 Dietikon, ZH;17.09.2022 11:44;3.5;80;0;1974;24.68;47.40984726;8.404328346;243;Dietikon;27746;2970.663812;46.2264831;18911;64662.73778;61.19891386
1662023798-1226;Rebackerstrasse 31, 8955 Oetwil an der Limmat, ZH;17.09.2022 11:44;4.5;192;0;3400;17.71;47.4260025;8.397468567;243;Dietikon;27746;2970.663812;46.2264831;18911;64662.73778;931.0328735
1662023795-1215;Lägernstrasse 20, 8953 Dietikon, ZH;17.09.2022 11:44;3;60;0;1490;24.83;47.4056778;8.394124031;243;Dietikon;27746;2970.663812;46.2264831;18911;64662.73778;144.2011132
1662023714-578;Limmatwiesenstr. 22, 8955 Oetwil an der Limmat, ZH;17.09.2022 11:44;3.5;85;0;1820;21.41;47.42788315;8.393007278;243;Dietikon;27746;2970.663812;46.2264831;18911;64662.73778;1043.222806
1662023786-1134;Ueberlandstr. 14, 8953 Dietikon, ZH;17.09.2022 11:44;3.5;87;0;2280;26.21;47.40869522;8.40636158;243;Dietikon;27746;2970.663812;46.2264831;18911;64662.73778;112.4235134
1662023764-967;Webereistrasse 3, 8953 Dietikon, ZH;17.09.2022 11:44;3.5;93;0;2170;23.33;47.40999985;8.40428257;243;Dietikon;27746;2970.663812;46.2264831;18911;64662.73778;43.93425481
1662023755-911;Ueberlandstrasse 125, 8953 Dietikon, ZH;17.09.2022 11:44;3;55;0;1543;28.05;47.40914154;8.393057823;243;Dietikon;27746;2970.663812;46.2264831;18911;64662.73778;386.5720925
1662023793-1200;Obere Leihofstrasse 13, 8820 Wädenswil, ZH;17.09.2022 11:44;3.5;75;0;2125;28.33;47.22357178;8.666900635;293;Wädenswil;24624;690.9090909;22.21816114;9750;;494.2507695
1662023761-955;Alte Landstrasse 99, 8804 Au ZH, ZH;17.09.2022 11:44;3.5;75;0;2025;27;47.24703217;8.634622574;293;Wädenswil;24624;690.9090909;22.21816114;9750;;1131.313504
1662023783-1125;Kirchrain 1A, 8824 Schönenberg ZH, ZH;17.09.2022 11:44;5.5;155;0;3490;22.52;47.19338226;8.644906998;293;Wädenswil;24624;690.9090909;22.21816114;9750;;130.8873476
1662023798-1235;Seestrasse 131, 8820 Wädenswil, ZH;17.09.2022 11:44;3.5;140;1;2495;17.82;47.23108673;8.672642708;293;Wädenswil;24624;690.9090909;22.21816114;9750;;112.3055841
1662023813-1347;Rotweg 43, 8820 Wädenswil, ZH;17.09.2022 11:44;2.5;72;0;2270;31.53;47.22712326;8.662622452;293;Wädenswil;24624;690.9090909;22.21816114;9750;;450.109651
1662023780-1085;Kirchrain 1, 8824 Schönenberg ZH, ZH;17.09.2022 11:44;5.5;111;0;2350;21.17;47.1933136;8.645079613;293;Wädenswil;24624;690.9090909;22.21816114;9750;;126.7718614
1662023783-1121;Obere Leihofstrasse 11, 8820 Wädenswil, ZH;17.09.2022 11:44;4.5;112;0;3244;28.96;47.2236824;8.667063713;293;Wädenswil;24624;690.9090909;22.21816114;9750;;477.600722
1662023736-750;8820 Wädenswil, ZH;17.09.2022 11:44;2.5;60;0;2500;41.67;47.22698212;8.662249565;293;Wädenswil;24624;690.9090909;22.21816114;9750;;482.4107565
1662023783-1122;Obere Leihofstrasse 13, 8820 Wädenswil, ZH;17.09.2022 11:44;4.5;112;1;3250;29.02;47.22357178;8.666900635;293;Wädenswil;24624;690.9090909;22.21816114;9750;;494.2507695
1662023692-411;8820 Wädenswil, ZH;17.09.2022 11:44;1.5;40;0;1375;34.38;47.22698212;8.662249565;293;Wädenswil;24624;690.9090909;22.21816114;9750;;482.4107565
1662023777-1072;Obere Leihofstrasse 13, 8820 Wädenswil, ZH;17.09.2022 11:44;3.5;75;1;2190;29.2;47.22357178;8.666900635;293;Wädenswil;24624;690.9090909;22.21816114;9750;;494.2507695
1662023720-632;Am Gulmenbach 10, 8820 Wädenswil, ZH;17.09.2022 11:44;4.5;114;0;2800;24.56;47.23025894;8.656451225;293;Wädenswil;24624;690.9090909;22.21816114;9750;;875.7979968
1662023723-661;8820 Wädenswil, ZH;17.09.2022 11:44;2.5;60;0;1950;32.5;47.22698212;8.662249565;293;Wädenswil;24624;690.9090909;22.21816114;9750;;482.4107565
1662023789-1153;Obere Leihofstrasse 11, 8820 Wädenswil, ZH;17.09.2022 11:44;3.5;75;1;2291;30.55;47.2236824;8.667063713;293;Wädenswil;24624;690.9090909;22.21816114;9750;;477.600722
1662023711-571;Schönenbergstrasse 30, 8820 Wädenswil, ZH;17.09.2022 11:44;3.5;79;0;2510;31.77;47.22728729;8.669577599;293;Wädenswil;24624;690.9090909;22.21816114;9750;;38.22259427
1662023714-592;Holzmoosrütistrasse 44a, 8820 Wädenswil, ZH;17.09.2022 11:44;4.5;90;1;2220;24.67;47.235569;8.650527;293;Wädenswil;24624;690.9090909;22.21816114;9750;;830.2840519
1662023733-730;Holzmoosrütistrasse 44a, 8820 Wädenswil, ZH;17.09.2022 11:44;3.5;75;1;1995;26.6;47.235569;8.650527;293;Wädenswil;24624;690.9090909;22.21816114;9750;;830.2840519
1662023793-1197;Obere Leihofstrasse 11, 8820 Wädenswil, ZH;17.09.2022 11:44;4.5;105;1;2770;26.38;47.2236824;8.667063713;293;Wädenswil;24624;690.9090909;22.21816114;9750;;477.600722
1662023789-1158;Obere Leihofstrasse 9, 8820 Wädenswil, ZH;17.09.2022 11:44;3.5;82;0;2165;26.4;47.22379684;8.667224884;293;Wädenswil;24624;690.9090909;22.21816114;9750;;460.6959257
1662023777-1073;Seestrasse 147, 8820 Wädenswil, ZH;17.09.2022 11:44;3.5;93;0;2450;26.34;47.23194885;8.670972824;293;Wädenswil;24624;690.9090909;22.21816114;9750;;237.7012122
1662023793-1199;Obere Leihofstrasse 13, 8820 Wädenswil, ZH;17.09.2022 11:44;4.5;105;1;2818;26.84;47.22357178;8.666900635;293;Wädenswil;24624;690.9090909;22.21816114;9750;;494.2507695
1662023730-714;8820 Wädenswil, ZH;17.09.2022 11:44;3;57;0;2200;38.6;47.22698212;8.662249565;293;Wädenswil;24624;690.9090909;22.21816114;9750;;482.4107565
1662023686-366;Alte Landstrasse 95, 8804 Au ZH, ZH;17.09.2022 11:44;3.5;76;0;2125;27.96;47.2468338;8.636049271;293;Wädenswil;24624;690.9090909;22.21816114;9750;;1103.129666
1662023695-447;Mühlestalden 4, 8824 Schönenberg ZH, ZH;17.09.2022 11:44;5;130;0;1920;14.77;47.19911957;8.654162407;293;Wädenswil;24624;690.9090909;22.21816114;9750;;1056.189184
1662023777-1074;Auerenstrasse 14, 8820 Wädenswil, ZH;17.09.2022 11:44;2.5;79;1;2270;28.73;47.22977448;8.666169167;293;Wädenswil;24624;690.9090909;22.21816114;9750;;153.7875719
1662023704-521;Am Gulmenbach 6, 8820 Wädenswil, ZH;17.09.2022 11:44;5.5;132;0;3330;25.23;47.23059845;8.655874252;293;Wädenswil;24624;690.9090909;22.21816114;9750;;1288.450863
1662023786-1136;Obere Leihofstrasse 13, 8820 Wädenswil, ZH;17.09.2022 11:44;3.5;75;1;2270;30.27;47.22357178;8.666900635;293;Wädenswil;24624;690.9090909;22.21816114;9750;;494.2507695
1662023692-420;Zürcherstrasse 10, 8193 Eglisau, ZH;17.09.2022 11:44;2.5;58;0;1540;26.55;47.57310104;8.523083687;55;Eglisau;5339;589.2935982;24.14309796;1536;86144.94542;379.4753588
1662023720-641;Sandgruebstrasse 9, 8193 Eglisau, ZH;17.09.2022 11:44;4.5;128;0;2245;17.54;47.56932068;8.523771286;55;Eglisau;5339;589.2935982;24.14309796;1536;86144.94542;86.23540628
1662023692-418;Zürcherstrasse 10, 8193 Eglisau, ZH;17.09.2022 11:44;3.5;83;0;1940;23.37;47.57310104;8.523083687;55;Eglisau;5339;589.2935982;24.14309796;1536;86144.94542;379.4753588
1662023711-556;8193 Eglisau, ZH;17.09.2022 11:44;1;70;0;1490;21.29;47.57356262;8.520898819;55;Eglisau;5339;589.2935982;24.14309796;1536;86144.94542;332.4338645
1662023771-1014;Alte Landstrasse 29c, 8193 Eglisau, ZH;17.09.2022 11:44;3.5;98;0;2450;25;47.57099152;8.526036263;55;Eglisau;5339;589.2935982;24.14309796;1536;86144.94542;333.7088083
1662023692-421;Zürcherstrasse 10, 8193 Eglisau, ZH;17.09.2022 11:44;2.5;45;0;1240;27.56;47.57310104;8.523083687;55;Eglisau;5339;589.2935982;24.14309796;1536;86144.94542;379.4753588
1662023742-797;8193 Eglisau, ZH;17.09.2022 11:44;1;28;0;1390;49.64;47.57356262;8.520898819;55;Eglisau;5339;589.2935982;24.14309796;1536;86144.94542;332.4338645
1662023692-419;Zürcherstrasse 10, 8193 Eglisau, ZH;17.09.2022 11:44;1.5;34;0;1040;30.59;47.57310104;8.523083687;55;Eglisau;5339;589.2935982;24.14309796;1536;86144.94542;379.4753588
1662023730-701;Pfruendmattstrasse 11, 8932 Mettmenstetten, ZH;17.09.2022 11:44;3.5;89;0;2080;23.37;47.24324036;8.46505928;9;Mettmenstetten;5200;399.0790484;14.76923077;1680;86996.40977;132.1561021
1662023813-1346;Rossauerstrasse 25, 8932 Mettmenstetten, ZH;17.09.2022 11:44;2.5;74;1;2032;27.46;47.24093246;8.46761322;9;Mettmenstetten;5200;399.0790484;14.76923077;1680;86996.40977;449.4040108
1662023727-673;Albisstrasse 11, 8932 Mettmenstetten, ZH;17.09.2022 11:44;3;54;0;1480;27.41;47.24422073;8.464112282;9;Mettmenstetten;5200;399.0790484;14.76923077;1680;86996.40977;46.78694854
1662023698-477;Obere Fischbachstrasse 14, 8932 Mettmenstetten, ZH;17.09.2022 11:44;4.5;110;0;2160;19.64;47.24623108;8.46198082;9;Mettmenstetten;5200;399.0790484;14.76923077;1680;86996.40977;284.8222286
1662023698-474;Goethestr. 26, 8712 Stäfa, ZH;17.09.2022 11:44;2.5;58;1;1870;32.24;47.24072647;8.724349022;158;Stäfa;14718;1713.38766;19.32327762;6193;99050.82774;31.12079388
1662023739-769;Allenbergstrasse 25, 8712 Stäfa, ZH;17.09.2022 11:44;3;77;0;1570;20.39;47.24962234;8.722038269;158;Stäfa;14718;1713.38766;19.32327762;6193;99050.82774;919.1284778
1662023689-386;Eichstrasse 87a, 8713 Uerikon, ZH;17.09.2022 11:44;3.5;76;0;2300;30.26;47.23775864;8.749508858;158;Stäfa;14718;1713.38766;19.32327762;6193;99050.82774;595.713881
1662023789-1169;Tödihof 1, 8712 Stäfa, ZH;17.09.2022 11:44;5.5;105;0;2750;26.19;47.2431221;8.72457695;158;Stäfa;14718;1713.38766;19.32327762;6193;99050.82774;176.9270971
1662023793-1188;Bahnhofstrasse 25, 8712 Stäfa, ZH;17.09.2022 11:44;4;88;0;2550;28.98;47.24042511;8.721764565;158;Stäfa;14718;1713.38766;19.32327762;6193;99050.82774;167.8809006
1662023774-1049;Trübelstrasse 51, 8712 Stäfa, ZH;17.09.2022 11:44;5.5;150;0;4650;31;47.24744797;8.723974228;158;Stäfa;14718;1713.38766;19.32327762;6193;99050.82774;659.1672615
1662023717-605;Schwylerstr. 22, 8712 Stäfa, ZH;17.09.2022 11:44;3.5;80;0;1900;23.75;47.24040985;8.737948418;158;Stäfa;14718;1713.38766;19.32327762;6193;99050.82774;340.7176655
1662023798-1240;Eichstrasse 34b, 8712 Stäfa, ZH;17.09.2022 11:44;2.5;83;0;2715;32.71;47.23682022;8.74051857;158;Stäfa;14718;1713.38766;19.32327762;6193;99050.82774;646.9297811
1662023780-1100;Hauflandweg 18, 8605 Gutenswil, ZH;17.09.2022 11:44;3.5;70;0;1546;22.09;47.38703156;8.718835831;199;Volketswil;18640;1327.635328;24.59763949;11193;80595.52826;349.6404238
1662023761-937;Bachtelweg 9, 8604 Volketswil, ZH;17.09.2022 11:44;4;80;0;1626;20.32;47.39041138;8.681592941;199;Volketswil;18640;1327.635328;24.59763949;11193;80595.52826;257.3292833
1662023810-1329;Ifangstrasse 33, 8604 Volketswil, ZH;17.09.2022 11:44;4;80;0;1524;19.05;47.3909111;8.677771568;199;Volketswil;18640;1327.635328;24.59763949;11193;80595.52826;375.6426954
1662023752-883;Pfäffikerstrasse 119, 8605 Gutenswil, ZH;17.09.2022 11:44;3.5;100;0;1941;19.41;47.38532639;8.717787743;199;Volketswil;18640;1327.635328;24.59763949;11193;80595.52826;147.9670574
1662023777-1062;Ifangstrasse 48, 8604 Volketswil, ZH;17.09.2022 11:44;3;70;0;1490;21.29;47.39152527;8.676628113;199;Volketswil;18640;1327.635328;24.59763949;11193;80595.52826;482.5497886
1662023723-652;Sunnebüelstr. 41, 8604 Volketswil, ZH;17.09.2022 11:44;5;99;0;1840;18.59;47.39354706;8.681330681;199;Volketswil;18640;1327.635328;24.59763949;11193;80595.52826;598.8150483
1662023810-1337;Säntisweg 5, 8604 Volketswil, ZH;17.09.2022 11:44;2;53;0;1061;20.02;47.39535522;8.680856705;199;Volketswil;18640;1327.635328;24.59763949;11193;80595.52826;798.0216659
1662023720-635;Sagirain 2, 8605 Gutenswil, ZH;17.09.2022 11:44;2;72;0;1370;19.03;47.38547516;8.715425491;199;Volketswil;18640;1327.635328;24.59763949;11193;80595.52826;155.2367089
1662023707-535;Säntisweg 3, 8604 Volketswil, ZH;17.09.2022 11:44;1;35;0;995;28.43;47.39485931;8.680851936;199;Volketswil;18640;1327.635328;24.59763949;11193;80595.52826;742.8880429
1662023777-1061;Rigiweg 10, 8604 Volketswil, ZH;17.09.2022 11:44;3;77;0;1515;19.68;47.3910141;8.682113647;199;Volketswil;18640;1327.635328;24.59763949;11193;80595.52826;332.9367608
1662023723-653;Sunnebüelstr. 25, 8604 Volketswil, ZH;17.09.2022 11:44;4;86;0;1790;20.81;47.39284515;8.681580544;199;Volketswil;18640;1327.635328;24.59763949;11193;80595.52826;523.134294
1662023777-1076;Ifangstrasse 50, 8604 Volketswil, ZH;17.09.2022 11:44;3;70;0;1512;21.6;47.39119339;8.676480293;199;Volketswil;18640;1327.635328;24.59763949;11193;80595.52826;462.3173328
1662023752-875;Brunnenrain 18, 8415 Berg am Irchel, ZH;17.09.2022 11:44;3.5;97;0;1755;18.09;47.57069016;8.59641552;23;Berg am Irchel;577;82.31098431;8.838821491;137;76676.6323;1100.652848
1662023689-402;Dorfstrasse 31, 8196 Wil ZH, ZH;17.09.2022 11:44;4.5;109;0;2380;21.83;47.60468292;8.508256912;71;Wil (ZH);1474;164.6927374;12.41519674;543;91546.12795;1538.450558
1662023689-401;Dorfstrasse 31, 8196 Wil ZH, ZH;17.09.2022 11:44;3.5;102;0;2160;21.18;47.60468292;8.508256912;71;Wil (ZH);1474;164.6927374;12.41519674;543;91546.12795;1538.450558
1662023692-429;Im Riet 14, 8427 Freienstein, ZH;17.09.2022 11:44;4.5;91;0;1750;19.23;47.5369606;8.580428123;68;Rorbas;2885;649.7747748;28.0762565;462;67331.3197;673.7298102
1662023711-553;8192 Glattfelden, ZH;17.09.2022 11:44;3.5;88;0;1870;21.25;47.56193924;8.499773979;58;Glattfelden;5217;424.1463415;24.53517347;1104;72133.75058;612.6155914
1662023707-541;Eichhölzlistrasse 38, 8192 Glattfelden, ZH;17.09.2022 11:44;4.5;76;0;1650;21.71;47.55503464;8.505518913;58;Glattfelden;5217;424.1463415;24.53517347;1104;72133.75058;282.3683943
1662023701-484;8192 Glattfelden, ZH;17.09.2022 11:44;4;90;0;2125;23.61;47.56193924;8.499773979;58;Glattfelden;5217;424.1463415;24.53517347;1104;72133.75058;612.6155914
1662023777-1079;Seestrasse 65, 8810 Horgen, ZH;17.09.2022 11:44;4.5;114;0;2910;25.53;47.26427841;8.589810371;295;Horgen;22992;745.76711;29.46242171;10294;90000;166.2534023
1662023730-706;8810 Horgen, ZH;17.09.2022 11:44;2.5;50;0;1980;39.6;47.23668289;8.618281364;295;Horgen;22992;745.76711;29.46242171;10294;90000;1218.147771
